station_id,route_id,station_name,crs,operator,route,county,latitude,longitude,is_interchange,major_interchange,is_terminus,branch_junction,is_junction,canonical_time_to,time_band,nearest_landmark,nearest_landmark_km,nearest_castle,nearest_castle_km,nearest_cathedral,nearest_cathedral_km,nearest_museum,nearest_museum_km,nearest_country_house,nearest_country_house_km,nearest_nature_reserve,nearest_nature_reserve_km,,route_groups,route_count,service_count,service_density,route_diversity_band,region,word_count_band,is_branch_line,is_mainline,is_coastal,time_from_london,canonical_time_to_london,time_band,time_group,is_high_speed,distance_band
GR_0015,GR_R0015,Blackwater,BAW,Great_Western,,,51.33181014,-0.777022615,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0016,GR_R0016,Bodmin Parkway,BOD,Great_Western,,,50.44585588,-4.662971107,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0017,GR_R0017,Bourne End,BNE,Great_Western,,,51.57711651,-0.710471017,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0018,GR_R0018,Bradford-on-Avon,BOA,Great_Western,,,51.34490956,-2.252339918,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0019,GR_R0019,Bramley (Hampshire),BMY,Great_Western,,,51.33007866,-1.060987012,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0020,GR_R0020,Bridgwater,BWT,Great_Western,,,51.12807318,-2.99028809,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0021,GR_R0021,Bristol Parkway,BPW,Great_Western,,,51.51383574,-2.542659527,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0022,GR_R0022,Bruton,BRU,Great_Western,,,51.11162818,-2.447079134,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0023,GR_R0023,Bugle,BGL,Great_Western,,,50.39994328,-4.791841896,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0024,GR_R0024,Calstock,CSK,Great_Western,,,50.49757193,-4.208711079,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0025,GR_R0025,Cam & Dursley,CDU,Great_Western,,,51.71761608,-2.359096838,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0026,GR_R0026,Camborne,CBN,Great_Western,,,50.21042369,-5.297472083,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0027,GR_R0027,Carbis Bay,CBB,Great_Western,,,50.19715063,-5.464037988,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0028,GR_R0028,Castle Bar Park,CBP,Great_Western,,,51.52297874,-0.331404502,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0029,GR_R0029,Castle Cary,CLC,Great_Western,,,51.09980387,-2.522802166,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0030,GR_R0030,Causeland,CAU,Great_Western,,,50.40568197,-4.466485305,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0031,GR_R0031,Chapelton (Devon),CPN,Great_Western,,,51.01582131,-4.02437053,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0032,GR_R0032,Charlbury,CBY,Great_Western,,,51.8724362,-1.489697044,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0033,GR_R0033,Cheltenham Spa,CNM,Great_Western,,,51.897399,-2.099625825,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0034,GR_R0034,Chetnole,CNO,Great_Western,,,50.86648406,-2.574046181,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0035,GR_R0035,Chilworth,CHL,Great_Western,,,51.21521009,-0.524818359,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0036,GR_R0036,Chippenham,CPM,Great_Western,,,51.46248638,-2.115402682,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0037,GR_R0037,Cholsey,CHO,Great_Western,,,51.57020166,-1.158018612,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0038,GR_R0038,Clifton Down,CFN,Great_Western,,,51.46454417,-2.611749153,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0039,GR_R0039,Combe (Oxon),CME,Great_Western,,,51.83234296,-1.392901935,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0040,GR_R0040,Cookham,COO,Great_Western,,,51.5574608,-0.722076986,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0041,GR_R0041,Coombe Junction Halt,COE,Great_Western,,,50.44547073,-4.48193626,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0042,GR_R0042,Copplestone,COP,Great_Western,,,50.81445919,-3.751601158,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0043,GR_R0043,Crediton,CDI,Great_Western,,,50.78342809,-3.646879885,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0044,GR_R0044,Crowthorne,CRN,Great_Western,,,51.36672944,-0.819274953,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0045,GR_R0045,Culham,CUM,Great_Western,,,51.65379512,-1.236511134,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0046,GR_R0046,Dawlish,DWL,Great_Western,,,50.58080594,-3.464647817,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0047,GR_R0047,Dawlish Warren,DWW,Great_Western,,,50.59905091,-3.444018179,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0048,GR_R0048,Devonport,DPT,Great_Western,,,50.3781945,-4.171511893,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0049,GR_R0049,Didcot Parkway,DID,Great_Western,,,51.61095504,-1.242891296,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0050,GR_R0050,Digby & Sowton,DIG,Great_Western,,,50.71370499,-3.473885692,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0051,GR_R0051,Dilton Marsh,DMH,Great_Western,,,51.24799152,-2.207421924,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0052,GR_R0052,Dockyard (Devonport),DOC,Great_Western,,,50.38224968,-4.175917265,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0053,GR_R0053,Dorchester West,DCW,Great_Western,,,50.71094047,-2.442548773,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0054,GR_R0054,Dorking (Deepdene),DPD,Great_Western,,,51.23880129,-0.324631668,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0055,GR_R0055,Dorking West,DKT,Great_Western,,,51.23622304,-0.339967488,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0056,GR_R0056,Drayton Green,DRG,Great_Western,,,51.51602938,-0.329640681,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0057,GR_R0057,Eggesford,EGG,Great_Western,,,50.88773166,-3.874777657,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0058,GR_R0058,Evesham,EVE,Great_Western,,,52.09840414,-1.947313868,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0059,GR_R0059,Exeter Central,EXC,Great_Western,,,50.72652351,-3.532947602,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0060,GR_R0060,Exeter St Davids,EXD,Great_Western,,,50.72915216,-3.543660789,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0061,GR_R0061,Exeter St Thomas,EXT,Great_Western,,,50.71655803,-3.539818783,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0062,GR_R0062,Exmouth,EXM,Great_Western,,,50.6216214,-3.41499267,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0063,GR_R0063,Exton,EXN,Great_Western,,,50.66829151,-3.444117811,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0064,GR_R0064,Falmouth Docks,FAL,Great_Western,,,50.15069317,-5.056082925,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0065,GR_R0065,Falmouth Town,FMT,Great_Western,,,50.14836368,-5.065272382,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0066,GR_R0066,Farnborough North,FNN,Great_Western,,,51.30204484,-0.743026722,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0067,GR_R0067,Filton Abbey Wood,FIT,Great_Western,,,51.50493962,-2.562437257,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0068,GR_R0068,Finstock,FIN,Great_Western,,,51.85279021,-1.469345759,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0069,GR_R0069,Freshford,FFD,Great_Western,,,51.34202505,-2.301023075,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0070,GR_R0070,Frome,FRO,Great_Western,,,51.22726268,-2.310012271,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0071,GR_R0071,Furze Platt,FZP,Great_Western,,,51.53301767,-0.728471069,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0072,GR_R0072,Gloucester,GCR,Great_Western,,,51.86541548,-2.238656564,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0073,GR_R0073,Gomshall,GOM,Great_Western,,,51.21947014,-0.442056348,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0074,GR_R0074,Goring & Streatley,GOR,Great_Western,,,51.52149065,-1.13304466,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0075,GR_R0075,Gunnislake,GSL,Great_Western,,,50.51606725,-4.219449323,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0076,GR_R0076,Hanborough,HND,Great_Western,,,51.82516517,-1.373525679,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0077,GR_R0077,Hayle,HYL,Great_Western,,,50.18623531,-5.419529634,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0078,GR_R0078,Henley-on-Thames,HOT,Great_Western,,,51.53417793,-0.900215287,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0079,GR_R0079,Heyford,HYD,Great_Western,,,51.91919985,-1.299267568,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0080,GR_R0080,Highbridge & Burnham,HIG,Great_Western,,,51.21815016,-2.972173138,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0081,GR_R0081,Honeybourne,HYB,Great_Western,,,52.10142923,-1.834981487,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0082,GR_R0082,Hungerford,HGD,Great_Western,,,51.41490602,-1.512293535,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0083,GR_R0083,Ivybridge,IVY,Great_Western,,,50.39357854,-3.904458214,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0084,GR_R0084,Kemble,KEM,Great_Western,,,51.67627148,-2.023096483,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0085,GR_R0085,Keyham,KEY,Great_Western,,,50.38974606,-4.179074345,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0086,GR_R0086,Keynsham,KYN,Great_Western,,,51.41716993,-2.494633256,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0087,GR_R0087,Kingham,KGM,Great_Western,,,51.90225045,-1.6287933,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0088,GR_R0088,Kings Nympton,KGN,Great_Western,,,50.93597779,-3.905610885,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0089,GR_R0089,Kintbury,KIT,Great_Western,,,51.40251723,-1.445993627,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0090,GR_R0090,Lapford,LAP,Great_Western,,,50.85743381,-3.811468159,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0091,GR_R0091,Lawrence Hill,LWH,Great_Western,,,51.45821869,-2.564165806,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0092,GR_R0092,Lelant,LEL,Great_Western,,,50.18411125,-5.436611903,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0093,GR_R0093,Lelant Saltings,LTS,Great_Western,,,50.1792896,-5.441449302,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0094,GR_R0094,Liskeard,LSK,Great_Western,,,50.44684832,-4.467498917,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0095,GR_R0095,Looe,LOO,Great_Western,,,50.3592157,-4.456201102,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0096,GR_R0096,Lostwithiel,LOS,Great_Western,,,50.40749717,-4.665464131,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0097,GR_R0097,Luxulyan,LUX,Great_Western,,,50.39029491,-4.74751507,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0098,GR_R0098,Lympstone Commando,LYC,Great_Western,,,50.66222519,-3.440861256,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0099,GR_R0099,Lympstone Village,LYM,Great_Western,,,50.64867164,-3.431393476,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0100,GR_R0100,Maiden Newton,MDN,Great_Western,,,50.77999537,-2.569440541,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0101,GR_R0101,Maidenhead,MAI,Great_Western,,,51.51866595,-0.722658698,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0102,GR_R0102,Marlow,MLW,Great_Western,,,51.57099199,-0.766429862,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0103,GR_R0103,Marsh Barton,MBT,Great_Western,,,50.7063522,-3.5207435,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0104,GR_R0104,Melksham,MKM,Great_Western,,,51.37981906,-2.144507047,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0105,GR_R0105,Menheniot,MEN,Great_Western,,,50.42622082,-4.40925881,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0106,GR_R0106,Midgham,MDG,Great_Western,,,51.39596936,-1.177708473,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0107,GR_R0107,Montpelier,MTP,Great_Western,,,51.46889519,-2.587332548,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0108,GR_R0108,Morchard Road,MRD,Great_Western,,,50.83189161,-3.776395869,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0109,GR_R0109,Moreton-in-Marsh,MIM,Great_Western,,,51.99228415,-1.700388972,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0110,GR_R0110,Mortimer,MOR,Great_Western,,,51.37207211,-1.03550347,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0111,GR_R0111,Nailsea & Backwell,NLS,Great_Western,,,51.41940681,-2.750646299,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0112,GR_R0112,Newbury,NBY,Great_Western,,,51.39764427,-1.322862459,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0113,GR_R0113,Newbury Racecourse,NRC,Great_Western,,,51.39845548,-1.307799999,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0114,GR_R0114,Newcourt,NCO,Great_Western,,,50.7023,-3.472551,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0115,GR_R0115,Newquay,NQY,Great_Western,,,50.41508811,-5.075708631,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0116,GR_R0116,Newton Abbot,NTA,Great_Western,,,50.52956986,-3.599193375,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0117,GR_R0117,Newton St Cyres,NTC,Great_Western,,,50.77891926,-3.589414088,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0118,GR_R0118,North Camp,NCM,Great_Western,,,51.27579399,-0.731198355,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0119,GR_R0119,Okehampton,OKE,Great_Western,,,50.737521,-3.995299,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0120,GR_R0120,Okehampton Interchange,OKI,Great_Western,,,50.74346356296393,-3.975920588,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0121,GR_R0121,Oldfield Park,OLF,Great_Western,,,51.37920116,-2.3802945,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0122,GR_R0122,Oxford,OXF,Great_Western,,,51.75350075,-1.270151173,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0123,GR_R0123,Paignton,PGN,Great_Western,,,50.43470781,-3.564338773,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0124,GR_R0124,Pangbourne,PAN,Great_Western,,,51.4853982,-1.090464668,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0125,GR_R0125,Par,PAR,Great_Western,,,50.35531723,-4.704719639,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0126,GR_R0126,Parson Street,PSN,Great_Western,,,51.43353995,-2.608313932,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,multiple,FALSE,TRUE,FALSE,,,,,FALSE,
GR_0127,GR_R0127,Patchway,PWY,Great_Western,,,51.52592522,-2.562695774,,,,,,,,,,,,,,,,,,,,,[nan],1,1,low,single,,single,FALSE,TRUE,FALSE,,,,,FALSE,
