crs,terminus
FDX,ABX|HAF|HAY|HWV|MAI|PDX|RDG|SNF|WHX
FEA,KNO|LDS|WKF
FEG,APN|CIC|REG|SGH|SHZ|SUN
FEL,AHT|ASN|BNS|CHY|OXP|QRB|RDZ|SFR|SNS|WKM|WNR|WOK|WYB
FEN,BDM|BLY
FER,ABA|CDF|MER
FFA,LLE|LLV|SHR|SWA
FFD,BRI|CDF|FRO|GCR|PMH|PMS|SAL|WEY|WMN|WSB
FGH,CDF|CLR|CMN|FGH|MAN|RSB
FGT,BDM|HRH|PBO|PMH|WSW
FGW,CDF|CLR|CMN|FGH|MAN
FIL,HUL|SCA|SHF|YRK
FIN,DID|EVE
FIT,ABD|BHM|BIB|BPW|BRI|CDF|EDB|EXD|FIT|FRO|GCR|GLC|GMV|LDS|MAN|NCL|PAD|PGN|PLY|PMH|PMS|PNZ|SLO|SSD|SWA|TAU|WEY|WOF|WOS|WSB
FIZ,PAQ|SHQ
FKC,AFK|CHX|CST|DVP|FKE|FKW|RAM|SPX|XVJ
FKE,AFK|CHX|CST|DVP|FKE|FKW|RAM|SPX|XVJ
FKG,ABD|DBL|DEE|EDB|EUS|FKG|GLQ|INV|KGX
FKK,EDB|GLQ|KGX|SBR
FKW,AFK|CHX|CST|DVP|FKE|FKW|RAM|SPX|XVJ
FLD,EDB|GLC
FLE,BMH|BSK|BTH|NEM|PMH|QRB|SAL|SOU|WEY|WOK
FLF,GLO|HDF|MAN
FLI,LIV|MCO|WAC
FLM,CAR|SEL|WTH
FLN,BHI|BHM|CDF|CRE|CTR|EUS|HHD|LIV|LLD|LLJ|MIA|SHR|WBQ|XOA
FLT,BDM|BTN|COR|DBY|EGR|GTW|NOT|RAI|SHF|STP|TBD
FLW,EAD|QRB|RAY|SHP
FLX,FLX|IPS
FML,ACT|AHT|FNH|QRB
FMR,BTN|EBN|HGS|LWS|NVH|ORE|SEF
FMT,FAL|PAR|TRU
FNB,BMH|BNS|BSK|BTH|EXD|GIL|HOV|NEM|PMH|POO|QRB|SAL|SOU|WEY|WOK|WSB|YVJ|YVP
FNC,FRM|GLD|HSL|NEM|PMH|PMS|PTR|SOU|WOK
FNH,AON|FNH|GLD|NEM|QRB|WOK
FNN,GTW|RDG|RDH|RDZ|SFR
FNR,CST|DVP|GLM|RAM|XVJ
FNT,AXM|EXD|NEM|PAD|SAL|YVJ
FNV,BUX|MAN
FNW,BBN|CLH|MCV|SOP|WGN|WGW
FNY,IMW|KWG|SRA|WJH|WJL
FOC,CNR|GLQ|OBN
FOD,BAL|BOG|BTN|CCH|GTW|HAV|HOV|HRH|LIT|PMH|PMS|SOU|WSW|XSU
FOG,COL|GDP|HAF|HWV|LST|PDX|SNF
FOH,BAK|BDM|BTN|CAT|CBG|CYP|DLJ|ECR|EGR|EPS|HRH|PBO|SRH|SUO|TBD|WCY|XHZ|XSU
FOK,BHM|BMV|FOK|LIC|LIF|LOB|RDC
FOR,ABD|DEE|EDB|ELG|INV|KYL
FOX,BIF|CKL|LAN|MIA|MLM|PRE
FPK,ABD|BDI|BDQ|BEV|BTN|CBG|DON|EDB|ELY|FPK|GDH|GLQ|HFN|HGT|HRH|HUL|INV|KGX|KLN|LCN|LDS|LET|MBR|MOG|NCL|PBO|RYS|SEV|SKI|SUN|SVG|WGC|XFD|YRK
FRB,MCN|PWL
FRD,CTR|HHD|LIV|LLD|LLJ|MAN|MIA|WBQ
FRE,LVC|SOP
FRF,MAN|RSH
FRI,CLT|COL|LST|TLS|WON
FRL,GLC|LAR
FRM,BRI|BTN|CDF|ESL|FRM|HOV|HRH|LIT|NEM|PMH|PMS|SOU|WIN|WOK|WSB
FRN,ARD|INV|TAI|WCK
FRO,BRI|CDF|FRO|GCR|PAD|SAL|WEY|WSB|YVJ|YVP
FRS,INV|WCK
FRT,CHX|CST|HGS|TON
FRW,ABA|CDF|MER
FRY,BDT|DON|HUL|KGX|LDS|SCA|SHF|YRK
FSB,BTN|HRH|LIT|PMH|PMS|SOU|WSW
FSG,BOG|BTN|CCH|HAV|LIT|PMH|PMS|SOU|WRH|WSW|WWO
FSK,CLE|CRE|GMB|LCN|MAT|NCT|NOT|STP
FST,FST|GRY|LAI|LES|PSE|SFO|SOC|SRY
FTM,GLC|GRK
FTN,BOG|BRI|BTN|CDF|ESL|FTN|GLD|GTW|HRH|LIT|NEM|PMH|PMS|SOU|WIN|WSB
FTW,EDB|FTW|GLQ|MLG
FWY,BHM|BMV|BRI|CDF|EDB|FOK|GCR|GLC|GMV|HFD|LDS|LIC|LIF|LOB|MAN|NCL|NOT|PLY|PNZ|RDC|SSD|WOF|WOS
FXN,BTN|CBG|ELY|KGX|KLN
FYS,BPW|CDF|CMN|FGH|MAN|MFH|PAD|PMD|SHR
FZH,BDQ|ILK|LAN|LDS|SHY|SKI
FZP,BNE|MAI|MLW
FZW,DON|LDS|SHF
GAL,EDB|TWB
GAR,ADR|BHC|BHG|EDB|FTW|GRS|HLC|MLN
GBD,BDT|BEV|DON|HFX|HUL|KGX|LDS|MAN|SBY|SCA|SHF|YRK
GBG,EDB|TWB
GBK,CTR|MAN|SPT
GBL,DON|LCN|LDS|SHF
GBS,BAL|BOG|BTN|CCH|HHE|LIT|PMH|PMS|SOU|WSW|XSU
GCH,EDB|FTW|GLQ|OBN
GCL,CRS|CUB|DMR|GRS|LRH|MLN|MTH|RUT|WFF
GCR,BHM|BRI|CDF|CNM|EDB|EXD|FRO|GCR|GMV|NOT|NWP|PAD|PLY|SAL|SOU|SSD|SWI|WEY|WOF|WOS|WSB
GCT,BAU|CLE|GMB|LIV|NNG
GCW,BFF|LLD
GDH,CBG|ELY|FPK|GDH|HFN|KGX|LDS|LET|MOG|PBO|RYS|SVG|YRK
GDL,GLO|HDF|MAN
GDN,BAL|RDH|TON
GDP,BTR|CET|CLT|COL|GDP|HAF|HPQ|HWC|HWV|IPS|LST|NRW|PDX|SMN|SNF|SOV|STA|WTM|XFD
GEA,CAR|DMF|GLC
GER,AYS|BAN|BCS|BMO|BSW|GER|HWY|MYB|OXF|PRR|SBJ
GFD,GFD|PAD|WEA
GFF,BGD|BYI|CDF|PEN|RHY
GFN,EKL|GLC
GGJ,INV|WCK
GGV,CAR|LAN|LDS|MCM|RHD|SKI|YRK
GIG,LAN|LDS|MCM|SKI
GIL,EXD|GIL|NEM|SAL|WSB|YVJ|YVP
GIP,BAK|BIK|NWD|SRH|WCY|XSU
GIR,AYR|GIR|GLC|KMK|STR
GKC,GLC|GRK
GKW,GLC|GRK
GLC,ADN|ADS|ASB|AYR|BRR|CAR|CRE|DMF|DUM|EDB|EKL|EUS|GIR|GLC|GRK|KMK|LAR|LIV|LNK|MIA|MTH|NEI|NTN|PCN|PLY|WMS
GLD,BAL|EAD|FNH|FRM|GLD|GTW|HSL|HWX|NEM|PMH|PMS|PTR|QRB|RAY|RDG|RDH|RDZ|SFR|SOU|WOK
GLE,ABD|ARB|DEE|EDB|EUS|GLQ|INV|KGX|PTH
GLF,FTW|GLQ|MLG
GLG,ADN|ADS|ASB|AYR|GLC|LAR
GLH,GOO|KNO|LDS
GLM,BFR|CBW|CST|DFD|DVP|FAV|FKW|GLM|KTN|LUT|MAR|PDW|RAI|RAM|RTR|SPX|SSS|TON|WHP|XVJ
GLO,GLO|HDF|MAN
GLQ,ABD|ALO|ANL|ARB|CUB|DEE|EDB|FKG|GLQ|INV|KGX|OBN|PTH|STG
GLS,MBR|NCL|WTB
GLT,DEE|EDB|GLQ|GLT|LEV|PTH
GLY,BAL|BTN|EBN|HGS|HHE|ORE|WSW|XSU
GLZ,LIV|MCO|WAC
GMB,BAU|CLE|GMB|LIV|MAT|NNG|NOT|SHF
GMD,BAU|CLE|LIV|MAT|NNG|NOT
GMG,EBB|MST
GMN,AVP|AYS|MYB
GMT,MBR|NCL|WTB
GMV,BHM|BRI|GMV|HFD|PAD|WOS
GMY,COL|GDP|HAF|HWV|LST|PDX|SNF|SOV
GNB,CLE|SHF
GNF,DAR|HUD|HUL|LIV|MAN|MIA|NCL|RCC|SCA|SHF|SLB|WKK|YRK
GNH,CHX|CST|DFD|GLM|GRV|KTN|LUT|RAI|RTR|WHP|XVJ
GNL,BKQ|CTR|ELP|XLV
GNR,BIF|CKL|LAN|MIA|MLM|PRE
GNT,NRW|SHM
GNW,CST|DFD|GLM|KTN|LUT|RAI|WHP|XKE
GOB,BHI|BHM|CDF|CTR|GOB|HHD|LIV|LLJ|MAN|SHR
GOD,FRM|GLD|HSL|NEM|PMH|PMS|PTR|SOU|WOK
GOE,LDS|SHF|YRK
GOF,ARB|DEE|GLQ
GOL,INV|WCK
GOM,BAL|GTW|RDG|RDH|RDZ
GOO,BDT|DON|GOO|HUL|LDS|SCA|SHF
GOR,BAN|BHM|BMH|BNS|BPW|BRI|CDF|CMN|CNM|DID|GMV|HFD|MAN|NCL|OXF|OXP|PAD|PNZ|RDG|SLO|SOU|STA|SWA|TAU|WOF|WOS|WPH|WSM|XFB|YRK
GOS,BIF|CKL|LAN|MIA|MLM|PRE
GOX,BAU|CLE
GPK,CBG|FPK|GDH|HFN|KGX|LDS|LET|MOG|PBO|RYS|SVG
GPO,BGV|GPO|IMW|KWG|SRA|WJH|WJL
GQL,ADR|BHC|BHG|EDB|FTW|GLQ|GRS|HLC|MLN|OBN|SPR
GRA,ABD|BDI|BDQ|BEV|BSN|DBY|DON|EDB|GLQ|GRA|HGT|HUL|INV|KGX|LCN|LDS|LIV|MAN|MBR|NCL|NOT|NRW|PBO|SHF|SKG|SKI|SUN|YRK
GRB,CLT|COL|LST|WON
GRC,BIS|CBG|CMB|ELY|LST
GRF,BBN|BPN|HFX|HUL|LDS|RCC|SBY|YRK
GRH,CUB|FKG|GLQ
GRK,GLC|GRK
GRL,CUB|DMR|EUS|FKG|GLQ|MLN|STG
GRN,CLE|DON|LIV|MAN|NOT|NRW|SHF
GRP,AFK|BMN|CBW|CHX|CST|DVP|GRP|HGS|MDE|ORP|RAM|SEV|TBW|TON
GRS,BHC|CRS|CUB|DMR|EDB|GLQ|GRS|HLC|MTH|OBN|RUT|SPR|WFF
GRT,BNS|BTH|EXD|GIL|NEM|RDG|SAL|WSB|YVJ|YVP
GRV,CHX|CST|DFD|FAV|GLM|GRV|KTN|LUT|MAR|MDW|RAI|RAM|RTR|SPX|WHP|XVJ
GRY,BKG|FST|GRY|LES|PSE|SFO|SOC|SRY
GSC,ANL|GLQ
GSD,CAR|LDS
GSL,GSL|PLY
GSN,SAA|WFJ
GST,MCO|MCV|SOP|WGW
GSW,BPN|LIV|PRE|WGN
GSY,BDQ|ILK|LDS
GTA,GTA|MBR|NCL|WTB
GTH,LLE|SHR|SWA
GTN,BGD|BGN|BYI|CDF|COY|CPH|PEN|RHY|YSM
GTO,GLO|HDF|HUL|MAN|MIA|NCL|RCC|RSH|SCA|YRK
GTR,BMH|CRE|EUS|FGH|MAN
GTW,BAK|BAL|BDM|BOG|BTN|CBG|CCH|EBN|GTW|HGS|HRH|LIT|LUT|ORE|PBO|PMH|PMS|RDG|RDH|RDZ|TBD|WRH|WSW|XSU
GTY,BIF|BPN|CKL|CLE|CRE|LIV|MAN|MIA|SCA|WDM|WML|YRK
GUI,DAR|GLO|HDF|HUL|LIV|MAN|MIA|NCL|RCC|RSH|SCA|SHF|SLB|WKK|YRK
GUN,KWG|SRA|WJH|ZDE|ZHA|ZHS|ZKB|ZTH|ZUM
GVE,INV|KYL
GVH,BHM|BMV|FOK|LIC|LIF|LOB|RDC
GWE,BID|WRX|WXC
GWN,CDF|CMN|FGH|LLE|MAN|MFH|PMD|PTA|SHR|SWA
GYM,GYM|NRW
GYP,GTA|MBR|NCL|NNT|WTB
HAB,BAU|CLE|GMB|LIV|MAT|NNG|NOT|SHF
HAC,BIS|CBG|CHI|CHN|CMB|ELY|ENF|HFE|LST|SSD
HAD,BCC|CBG|LWT|NRW
HAF,ABX|HAF|PAD|SNF
HAG,BSW|DDG|KID|LMS|SAV|WOF|WOS|WTE
HAI,GLM|MDW|PDW|SOO|TON
HAL,CTR|MAN|SPT
HAM,BMH|NEM|SOU|WEY|WOK
HAN,ABX|GMV|HAF|HAN|HAY|HWV|OXF|PAD|PNZ|RDG|SNF|SWA
HAP,BTR|CET|CLT|COL|HPQ|IPS|LST|WTM
HAR,SGE|WRM
HAS,HPQ|IPS|LWT|NRW
HAT,AAP|ABD|BTN|CBG|EDB|FPK|HRH|KGX|KLN|LDS|LET|MOG|NCL|PBO|RYS|SEV|SVG|WGC
HAV,BAL|BOG|BTN|FRM|FTN|GLD|GTW|HAV|HOV|HRH|LIT|NEM|PMH|PMS|SOU|WOK|WSW
HAY,ABX|GMV|HAF|HAY|HWV|MAI|OXF|PAD|PNZ|RDG|SNF|SWA
HAZ,BUX|CLE|DON|HAZ|LIV|MAN|NOT|NRW|SHF
HBB,BSN|NOT|SKG
HBD,BBN|BDI|BPN|HBD|LDS|RCD|YRK
HBF,COH
HBL,HBL|LVC|MCV
HBN,AFK|CHX|RAM|XVJ
HBP,HGT|KNA|LDS|YRK
HBY,BHM|BSW|CDF|DDG|LMS|SAV|WOF|WOS
HCB,BAK|BAL|BDM|DKG|EPS|HRH|SAC|SUO|XSU
HCH,BMH|CRE|EUS|FGH|MAN
HCN,AFK|CBW|CHX|CST|DVP|RAM|TON|XVJ
HCT,CNE|PRE
HDB,CAR|HPL|LGK|MBR|NCL
HDE,ESL|NEM|PMH|WIN
HDF,GLO|HDF|MAN
HDG,BIF|BMH|BPN|CKL|CLE|CRE|CTR|EDB|EUS|GLC|HHD|LAN|LIV|LLJ|MAN|MIA|OXN|SCA|SHF|WDM|WML|YRK
HDH,IMW|KWG|SRA|WJH|WJL
HDL,EUS|WFH
HDM,BAN|BCS|BMO|BSW|HWY|MYB|OXF|SBJ
HDN,EUS|KNT|QPW|SBP|WFH|WMB|ZEL
HDW,ABD|BTN|CBG|EDB|HRH|KGX|KLN|LDS|MOG|NCL|PBO|WGC
HDY,HGT|HRS|KNA|LDS|YRK
HEC,BSN|NOT|SKG
HED,LIV|MAN|WAC
HEH,SGE|WRM
HEI,BIA|SHD|SLB
HEL,GOO|LDS
HEN,BDM|BFR|BTN|COR|DBY|EGR|EPH|GTW|HNH|LUT|NOT|ORP|RAI|SAC|SHF|STP|SUO|TBD
HER,AHT|BMH|EAD|GLD|NEM|QRB|SOU|WOK
HES,BDT|DON|HUL|KGX|LDS|SCA|SHF|YRK
HEV,UCK|XSU
HEW,CAR|GTA|HPL|MBR|NCL|NNT|WTB
HEX,CAR|HEX|HPL|LGK|MBR|MPT|NCL|NNT
HEZ,APN|CIC|REG|SGH|SHZ|SUN
HFD,BHM|BIB|CDF|CMN|CRE|CTR|FGH|HFD|HHD|MAN|MFH|PAD|PMD|WOS
HFE,HFE|LST|SRA
HFN,CBG|ELY|FPK|HFN|KGX|LDS|LET|MOG|PBO|RYS|SVG|YRK
HFS,BDT|CLE|DON|GOO|HUL|LIV|SCA|SCU|SHF
HFX,BBN|BDI|BPN|HFX|HUD|HUL|KGX|LDS|RCD|YRK
HGD,BDW|EXD|FRO|NBY|NRC|PAD|PLY|PNZ|RDG|WSB
HGF,HBL|MCV|SOP|WGN|WGW
HGG,BAK|CYP|DLJ|SQE|WCY|WWR|XHZ
HGM,CHX|CST|DFD|GLM|KTN|LUT|RAI|RTR|SPX|WHP
HGN,CLE|DON|LIV|MAN|MCO|MIA|NCL|NOT|NRW|SHF|WAC
HGR,AFK|BFR|CBW|CHX|CST|DFD|DVP|GLM|GRV|HGS|MDE|ORP|RAM|SEV|TBW|TON
HGS,AFK|BAK|BAL|BTN|CHX|CST|EBN|HGS|HHE|ORE|PLG|TON
HGT,HGT|KGX|KNA|LDS|YRK
HGY,BTN|CBG|GDH|HFN|HRH|KGX|LET|MOG|PBO|RYS|SEV|SVG|WGC|XFD
HHB,HHB|LAN
HHD,BHI|BHM|CDF|CRE|CTR|DFP|DPS|EUS|HHD|MIA|WBQ
HHE,BAK|BAL|BDM|BOG|BTN|CBG|EBN|HGS|HHE|LIT|LWS|ORE|PMP|WRH|WSW|XSU
HHL,BGD|BGN|BYI|CDF|CPH|PEN|RHY|YSM
HHY,FPK|GDH|HFN|LET|MOG|SVG|WGC
HIA,BHM|BMH|COV|EUS|INV|MAN|MKC|NMP|WSL|WVH
HIB,CHX|CST|HGS|TBW|TON
HID,BBN|CLH|MCV
HIG,BRI|CDF|EXD|EXM|NQY|PAD|PLY|PNZ|SVB|TAU
HII,CMD|IMW|KWG|SRA|WJH|WJL
HIL,LVC|SOP
HIN,HBL|MCO|MCV|SOP|WGN|WGW
HIP,CHI|LST
HIR,CAR|LDS|RHD
HIT,ABD|BDI|BDQ|BEV|BTN|CBG|DON|EDB|ELY|GLQ|HGT|HRH|HUL|INV|KGX|KLN|LCN|LDS|LET|MBR|NCL|PBO|RYS|SKI|SUN|YRK
HKC,CMD|IMW|KWG|SRA|WJH|WJL
HKH,GLC|PCN
HKM,CLE|CRE|GMB|LCN|MAT|NNG|NOT|PBO|STP
HKN,MSW|NOT|WRK
HKW,CMD|IMW|KWG|SRA|WJH|WJL
HLB,AFK|CHX|CST|DVP|HGS|RAM|TBW
HLC,ADR|BHG|EDB|HLC
HLD,CAR|LAN|LDS|MCM|RHD|SKI|YRK
HLE,AYR|GLC|GRK|WMS
HLF,ADR|BHG|CUB|EDB|MLN|MTH|SPR
HLG,BSW|KID|SAV|WOS|WTE
HLI,BAU|CLE|GMB|LIV|NNG
HLL,CDF|COY|PEN
HLM,BAK|HRH
HLN,BDM|BTN|COR|DBY|EGR|GTW|NOT|RAI|SHF|STP|TBD
HLR,LVC|SOP
HLS,BTN|ESL|FTN|GLD|GTW|HRH|LIT|NEM|PMH|PMS|SOU|WIN
HLU,EDB|FTW|GLQ|OBN
HLW,AYR|GLC|GRK|WMS
HLY,EDB|GLC|GRS
HMC,EAD|HMC|RAY
HMD,AFK|BAK|BAL|BTN|EBN|HGS|HHE|ORE|PLG|WSW|XSU
HME,BRI|CDF|PMH|PMS|SOU
HML,BHM|BLY|EUS|MKC|NMP|TRI
HMM,LDS|YRK
HMN,CMD|IMW|KWG|SRA|WJH|WJL
HMP,EAD|QRB|RAY|SHP
HMS,INV|WCK
HMT,AFK|EBN|HGS
HMW,EAD|KNG|QRB|RAY|SHP|STW|TWI
HMY,EKL|GLC
HNA,BCU|BMH|BSK|NEM|POO|SOU|WEY|WIN|WOK
HNB,AFK|CBW|CHX|CST|FAV|GLM|MAR|RAM|RTR|SPX|XVJ
HNC,CUB|DMR|GRS|HNW|LRH|MLN|MTH|XCN
HND,DID|EVE|GMV|HFD|OXF|PAD|WOF|WOP|WOS|WPH
HNF,BHI|BHM|RGL|WVH
HNG,BGD|BGN|BYI|CDF|PEN|RHY
HNH,AFK|BDM|BFR|BKJ|BTH|BTN|DVP|FAV|GLM|HNH|HOV|ORP|PBO|RAM|SAC|SUO|TBD|XVJ
HNK,BHM|CBG|GCR|LEI|NOT|SSD
HNL,BMO|BSW|KID|SAV|WOS
HNT,ABD|DEE|EDB|HNT|INV
HNW,CUB|DMR|GRS|HNW|LRH|MLN|MTH|XCN
HNX,CLE|DON|HNX|LIV|LVC|MAN|MCO|MIA|NCL|NOT|NRW|OMS|SDL|SHF|WAC
HNY,HNY|SGQ
HOC,LST|SOV
HOH,AVP|AYS|MYB
HOK,BMH|BSK|NEM|PMH|QRB|SOU|WOK
HOL,NEM|SOU|WEY
HON,AXM|EXD|NEM|PAD|SAL|YVJ
HOO,BKQ|CTR|ELP|HOO|XLV
HOP,LIV|MAN|NOT|SHF
HOR,BAL|BDM|BTN|CBG|GTW|HRH|LIT|LUT|ORE|PBO|PMH|RDH|RDZ|TBD|WRH|WSW
HOT,HOT|RDG|TWY
HOU,ASN|CHY|HOU|OXP|QRB|TWI|WOK|WYB
HOV,BAL|BOG|BTN|CCH|HAV|HHE|HOV|LIT|PMH|PMS|SOU|WRH|WSW|WWO|XSU
HOW,BDT|BEV|HFX|HUL|KGX|LDS|MAN|SBY|SHF|YRK
HOX,BAK|CYP|DLJ|SQE|WCY|WWR|XHZ
HOY,HUD|SHF
HOZ,ADN|ADS|ASB|GLC|LAR
HPA,BAK|BDM|BTN|CAT|CBG|CYP|DLJ|ECR|EPS|PBO|SRH|SUO|WCY|XHZ|XSU
HPD,BDM|BFR|BTN|COR|DBY|EGR|EPH|GTW|LUT|NOT|ORP|RAI|SHF|STP|SUO|TBD
HPE,BID|WRX|WXC
HPL,CAR|GTA|HEX|HPL|KGX|MBR|MCE|NCL|NNT|SUN|WTB
HPN,CNE|PRE
HPQ,CBG|COL|HPQ|HVH|HWC|LST|LWT|MNG
HPT,LLE|SHR|SWA
HRD,CBG|NRW|SSD
HRE,CAR|GTA|HPL|MBR|NCL|NNT|WTB
HRH,BAK|BAL|BDM|BOG|CCH|GTW|HRH|PBO|PMH|PMS|WSW|XSU
HRL,MCN|PWL
HRM,AFK|CHX|RAM|XVJ
HRN,ABD|BTN|CBG|EDB|GDH|HFN|KGX|KLN|LDS|LET|MOG|NCL|PBO|RYS|SVG|WGC
HRO,CLT|COL|HWV|LST|PDX|SNF|SOV
HRR,CAR|SEL|WKG|WTH
HRS,HGT|HRS|KGX|KNA|LDS|YRK
HRW,BHM|BLY|BPN|CRE|CTR|ECR|EDB|EUS|GLC|HAN|HHD|IMW|INV|LIV|MAN|MKC|NMP|PRE|SAA|STA|STG|TRI|WFJ|WRX|WSL|WVH|XOA
HRY,BGV|GPO
HSB,CTR|ELP|HHD|HSB|LIV|LLD|LLJ|MAN|MIA|WBQ|XOA
HSC,MCO|MCV|SOP
HSD,BHM|EUS|RGL|WSL|WVH
HSG,CLE|DON|LIV|MAN|NOT|NRW|SHF
HSK,BAK|BAL|BDM|BOG|BTN|CBG|HHE|LIT|WRH|WSW
HSL,FRM|GLD|HSL|NEM|PMH|PMS|PTR|SOU|WOK
HST,ADR|BHC|BHG|EDB|GRS|HLC|MLN|SPR
HSW,BID|WRX|WXC
HSY,EAD|GLD|RAY
HTC,ALD|BUX|CLE|CRE|EUS|FGH|HAZ|LIV|MAC|MAN|SHF|SOT
HTE,EUS|WFH
HTF,BHM|CRE|EUS|LIV
HTH,ALD|CRE|EUS|FGH|MAN
HTN,BAN|BMO|BSW|LMS|MAN|MYB|NCL|RDG|SAV|SBJ|WOF|YRK
HTO,LVC|SOP
HTW,EDB|GLC
HTY,GLO|HDF|MAN
HUB,HUL|SCA|SHF|YRK
HUD,BDI|BGH|DAR|HFX|HUD|HUL|LDS|LIV|MAN|MIA|NCL|RCC|SCA|SHF|SLB|WKK|YRK
HUL,BDT|BEV|DON|HFX|HUL|KGX|LDS|MAN|SBY|SCA|SHF|YRK
HUN,ABD|BDI|BDQ|BEV|DON|EDB|GLQ|HGT|HRH|HUL|INV|KGX|LCN|LDS|MBR|NCL|PBO|SKI|SUN|YRK
HUP,LIV|MCO|WAC
HUR,BAK|BAL|BDM|COH|EGR|UCK|WHP|WSW|XSU
HUS,HUS|KLN
HUT,BDT|HUL|SCA|SHF|YRK
HUU,BAU|HUU
HUY,BPN|GLC|LIV|MCV|MIA|NCL|OXN|PRE|WGN
HVF,CDF|CMN|MAN|MFH
HVH,HPQ|HVH
HVN,NOT|SKG
HWB,BID|WRX|WXC
HWC,COL|HWC|LST|MNG
HWD,BID|WRX|WXC
HWH,CAR|HPL|LGK|MBR|NCL
HWI,BIF|BPN|MIA|WDM
HWM,BIS|CBG|CMB|ELY|LST|SRA
HWN,BIS|CBG|CMB|ELY|LST|SRA|SSD|TOM
HWV,ABX|HWV|PAD|SNF
HWW,SAA|WFJ
HWX,GLD|HWX|RBU|WOK
HWY,AYS|BAN|BCS|BMO|BSW|HWY|MYB|OXF|PRR|SBJ
HXM,NRW|SHM
HXX,ABX|HAF|HWV|PAD|SNF
HYB,DID|EVE|GMV|HFD|OXF|PAD|WOF|WOP|WOS|WPH
HYC,MAN|RSH
HYD,BAN|BHM|BMH|DID|MAN|NCL|OXF|PAD|RDG|SOU|YRK
HYH,CLT|COL|LST|WON
HYK,WKI
HYL,BHM|EDB|EXD|NQY|PAD|PLY|PNZ
HYM,ABD|ADR|BHG|COW|CRS|DBL|DEE|DON|EDA|EDB|EUS|FTW|GLC|GLQ|GLT|GRS|HLC|HNT|HYM|INV|KGX|KIN|LEV|MIA|MLN|MTH|NBW|PLY|PTH|SBR
HYN,ADR|BHC|BHG|CRS|CUB|DMR|EDB|GLQ|GRS|HLC|LRH|MLN|MTH|RUT|SPR|WFF
HYP,PAQ|SHQ
HYR,BDM|BTH|HOV|SAC|SUO
HYS,CHX|HYS|LEW|NWX
HYT,MAN|RSH
HYW,EAD|GLD|RAY
IBS,IBS|ULP
IFD,BTR|CET|CLT|COL|GDP|HAF|HPQ|HWC|HWV|IPS|LST|NRW|PDX|SMN|SNF|SOV|STA|WTM|XFD
IFI,BAL|BDM|GTW|HRH|PBO|PMH|WSW
IGD,ARD|IGD|INV|TAI|WCK
IHS,BNP|CMA
ILK,BDQ|ILK|LDS
ILN,LDS|LIV|NOT|NRW|SHF
IMW,ECR|IMW|SPB|SRA|WFJ|WJH
INB,INB|IVA
INC,MCO|MCV|SOP|WGN|WGW
INE,ELP|HSB|LIV
ING,ABD|ARB|DEE|GLQ|PTH
INH,INV|WCK
INK,ABD|COW|DEE|DON|EDA|EDB|GLQ|GLT|HNT|INK|KGX|KIN|LEV|PLY|PTH
INP,GLC|WMS
INR,ABD|DEE|EDB|INR|INV|MTS
INS,ABD|EDB|HNT|INV
INT,BTR|CLT|COL|IPS|LST|WTM
INV,ABD|ARD|DIN|EDB|ELG|EUS|GLQ|IGD|INV|KGX|KYL|TAI|WCK
IPS,BSE|CBG|COL|FLX|HPQ|IPS|LST|LWT|NRW|PBO|XFD
IRL,CLE|DON|LIV|MCO|MIA|SHF|WAC
IRV,AYR|GLC
ISL,ASN|HOU|QRB|TWI|WOK|WYB
ISP,HWY|MYB|OXF
IVA,ABD|DEE|EDB|ELG|INB|INV|IVA|KYL
IVR,ABX|MAI|OXF|PAD|PNZ|RDG|SWA
IVY,ABD|BHM|EDB|EXD|GCR|GLC|LDS|NCL|NQY|PAD|PLY|PNZ
JCH,GTA|MBR|NCL|NNT|WTB
JEQ,BSW|DDG|KID|LMS|MYB|SAV|SBJ|WOF|WOS|WTE
JHN,ADN|ADS|ASB|AYR|GLC|LAR
JOH,CDF|CMN|MAN|MFH
JOR,BHC|CRS|CUB|DMR|EDB|GRS|MTH|RUT|SPR|WFF
KBC,INV|WCK
KBF,BIF|CKL|LAN|MIA|MLM|PRE
KBK,BIF|CKL|LAN|MIA|MLM|PRE
KBN,EUS|WFH|WJL
KBS,KBS|TOT|XSC
KBW,AAP|ABD|BTN|CBG|EDB|FPK|HRH|KGX|KLN|LDS|LET|NCL|PBO|RYS|SVG|WGC
KBX,CLT|COL|LST|TLS|WON
KCG,KCG
KCK,AFK|CHX|CST|HGS|SEV|TBW
KDB,CHX|CST|DFD|GRV|RAI|RTR|XVJ
KDG,BHM|BMH|BRI|CRE|EUS|LCN|LLD|MAN|NOT|PGN|RDG|SOT|SOU|STA
KDY,ABD|DEE|DON|EDB|GLT|HNT|KGX|KIN|LEV|PLY|PTH
KEH,ABD|EDB|INV
KEI,BDQ|CAR|KGX|LAN|LDS|MCM|RHD|SKI|YRK
KEL,CET|CLT|COL|HPQ|HWC|IPS|LST
KEM,CNM|PAD|SAL|SOU|SWI|WOF|WOS
KEN,MIA|OXN|PRE|WDM
KET,COR|DBY|KET|MMO|NOT|SHF|STP
KEY,EXD|GSL|LSK|PAD|PLY|PNZ
KGE,EDB|GLC|MTH
KGH,EDB|GLT|LEV|PTH
KGL,BHM|EUS|MKC|NMP|TRI
