station_name,crs,operator,route,county,latitude,longitude,major_interchange,terminus,branch_junction,nearest_landmark,nearest_landmark_km,nearest_castle,nearest_castle_km,nearest_cathedral,nearest_cathedral_km,nearest_museum,nearest_museum_km,nearest_country_house,nearest_country_house_km,nearest_nature_reserve,nearest_nature_reserve_km,station_id,route_groups,route_count,service_count,service_density,route_diversity_band,region,is_interchange,is_terminus,word_count_band,is_branch_line,is_mainline,is_coastal,route_station_id,time_from_london,canonical_time_to_london,time_band,time_group,is_high_speed,distance_band
Sheerness-on-Sea,SSS,Southeastern,,,51.44106166,0.758547575,,,,,,,,,,,,,,,,SO_000123,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000123,,,,,False,
Shepherds Well,SPH,Southeastern,,,51.18840091,1.229922503,,,,,,,,,,,,,,,,SO_000124,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000124,,,,,False,
Shoreham (Kent),SEH,Southeastern,,,51.3322173,0.188901812,,,,,,,,,,,,,,,,SO_000125,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000125,,,,,False,
Shortlands,SRT,Southeastern,,,51.40560506,0.002789316,,,,,,,,,,,,,,,,SO_000126,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000126,,,,,False,
Sidcup,SID,Southeastern,,,51.4344201,0.103326599,,,,,,,,,,,,,,,,SO_000127,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000127,,,,,False,
Sittingbourne,SIT,Southeastern,,,51.34197466,0.734697529,,,,,,,,,,,,,,,,SO_000128,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000128,,,,,False,
Slade Green,SGR,Southeastern,,,51.46778867,0.190504422,,,,,,,,,,,,,,,,SO_000129,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000129,,,,,False,
Snodland,SDA,Southeastern,,,51.33022897,0.448246314,,,,,,,,,,,,,,,,SO_000130,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000130,,,,,False,
Snowdown,SWO,Southeastern,,,51.21530252,1.213717174,,,,,,,,,,,,,,,,SO_000131,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000131,,,,,False,
Sole Street,SOR,Southeastern,,,51.38314549,0.378100359,,,,,,,,,,,,,,,,SO_000132,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000132,,,,,False,
St Johns (London),SAJ,Southeastern,,,51.46899802,-0.023232814,,,,,,,,,,,,,,,,SO_000133,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000133,,,,,False,
St Leonards Warrior Square,SLQ,Southeastern,,,50.8558633,0.560522005,,,,,,,,,,,,,,,,SO_000134,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000134,,,,,False,
St Mary Cray,SMY,Southeastern,,,51.39477941,0.107257724,,,,,,,,,,,,,,,,SO_000135,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000135,,,,,False,
Staplehurst,SPU,Southeastern,,,51.17146994,0.550445835,,,,,,,,,,,,,,,,SO_000136,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000136,,,,,False,
Stone Crossing,SCG,Southeastern,,,51.45133235,0.263786194,,,,,,,,,,,,,,,,SO_000137,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000137,,,,,False,
Stonegate,SOG,Southeastern,,,51.01996612,0.363883611,,,,,,,,,,,,,,,,SO_000138,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000138,,,,,False,
Strood (Kent),SOO,Southeastern,,,51.39654864,0.50019436,,,,,,,,,,,,,,,,SO_000139,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000139,,,,,False,
Sturry,STU,Southeastern,,,51.30107408,1.122265331,,,,,,,,,,,,,,,,SO_000140,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000140,,,,,False,
Sundridge Park,SUP,Southeastern,,,51.4133967,0.020387427,,,,,,,,,,,,,,,,SO_000141,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000141,,,,,False,
Swale,SWL,Southeastern,,,51.38923548,0.747147474,,,,,,,,,,,,,,,,SO_000142,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000142,,,,,False,
Swanley,SAY,Southeastern,,,51.39338728,0.169237354,,,,,,,,,,,,,,,,SO_000143,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000143,,,,,False,
