pattern_a,pattern_b,origin,destination_a,destination_b,shared_prefix,divergence_station,branch_a,branch_b,overlap
SP000049,SP004609,MYB,HWY,GER,10,GER,SRG,,1.0
SP000050,SP003932,LIF,BHM,LOB,15,BHM,,FWY,1.0
SP000050,SP003934,LIF,BHM,BMV,15,BHM,,FWY,1.0
SP000051,SP000114,HWY,MYB,MYB,8,SRU,NLT,WCX,0.727
SP000051,SP004163,HWY,MYB,MYB,9,NLT,SDH,WCX,0.75
SP000052,SP000617,TAU,CDF,BRI,11,BRI,FIT,,1.0
SP000052,SP001449,TAU,CDF,SVB,11,BRI,FIT,LWH,0.647
SP000052,SP002329,TAU,CDF,CDF,11,BRI,FIT,LWH,0.647
SP000052,SP003402,TAU,CDF,PAD,9,PSN,BMT,BRI,0.529
SP000053,SP000998,PMH,LIT,HRH,5,HAV,WBL,EMS,0.357
SP000053,SP001162,PMH,LIT,BTN,14,FOD,LIT,XXA,0.933
SP000053,SP002968,PMH,LIT,HRH,14,FOD,LIT,XXA,0.933
SP000053,SP003547,PMH,LIT,GTW,5,HAV,WBL,EMS,0.333
SP000054,SP000063,HGS,CHX,CHX,5,RBR,WAD,ETC,0.25
SP000054,SP000108,HGS,CHX,CHX,9,TON,HLB,SEV,0.474
SP000054,SP000154,HGS,CHX,CST,5,RBR,WAD,ETC,0.25
SP000054,SP000174,HGS,CHX,CST,5,RBR,WAD,ETC,0.25
SP000055,SP001531,PTH,EDB,EDB,9,INK,EGY,NQU,0.692
SP000056,SP000120,OXF,MYB,MYB,9,HWY,GER,BCF,0.6
SP000056,SP000206,OXF,MYB,MYB,9,HWY,GER,SRG,0.6
SP000056,SP000679,OXF,MYB,MYB,9,HWY,GER,BCF,0.6
SP000056,SP000689,OXF,MYB,MYB,9,HWY,GER,SRG,0.6
SP000056,SP004149,OXF,MYB,MYB,9,HWY,GER,BCF,0.6
SP000056,SP004560,OXF,MYB,MYB,9,HWY,GER,BCF,0.6
SP000056,SP004636,OXF,MYB,MYB,9,HWY,GER,SRG,0.6
SP000057,SP000071,HGS,CHX,CHX,8,ETC,SOG,WAD,0.364
SP000057,SP000170,HGS,CHX,CST,15,SEV,ORP,CLD,0.625
SP000057,SP004099,HGS,CHX,TON,14,TON,SEV,,1.0
SP000057,SP004555,HGS,CHX,CHX,14,TON,SEV,HLB,0.583
SP000057,SP004566,HGS,CHX,CST,14,TON,SEV,HLB,0.583
SP000059,SP000061,MYB,SBJ,BMO,24,BMO,BSW,,1.0
SP000059,SP000081,MYB,SBJ,HWY,5,WRU,GER,DNM,0.556
SP000059,SP000088,MYB,SBJ,BMO,13,XAN,BAN,KGS,0.52
SP000059,SP000117,MYB,SBJ,OXF,11,XJV,BCS,XGY,0.733
SP000059,SP000124,MYB,SBJ,BSW,25,BSW,JEQ,,1.0
SP000059,SP000168,MYB,SBJ,BAN,13,XAN,BAN,KGS,0.867
SP000059,SP000199,MYB,SBJ,BSW,19,HTN,DDG,LPW,0.731
SP000059,SP000227,MYB,SBJ,OXF,6,GER,HWY,SRG,0.375
SP000059,SP000248,MYB,SBJ,HWY,5,WRU,GER,DNM,0.5
SP000059,SP000298,MYB,SBJ,PRR,5,WRU,GER,DNM,0.5
SP000059,SP000305,MYB,SBJ,GER,5,WRU,GER,DNM,0.714
SP000059,SP000313,MYB,SBJ,OXF,5,WRU,GER,DNM,0.294
SP000059,SP000328,MYB,SBJ,BMO,16,LMS,WRW,WRP,0.696
SP000059,SP000552,MYB,SBJ,BSW,13,XAN,BAN,KGS,0.5
SP000059,SP001643,MYB,SBJ,HWY,5,WRU,GER,DNM,0.455
SP000059,SP002429,MYB,SBJ,AYS,5,WRU,GER,DNM,0.333
SP000059,SP002777,MYB,SBJ,OXF,6,GER,HWY,SRG,0.333
SP000059,SP002783,MYB,SBJ,OXF,6,GER,HWY,BCF,0.353
SP000059,SP003198,MYB,SBJ,BAN,6,GER,HWY,BCF,0.375
SP000059,SP003867,MYB,SBJ,OXF,11,XJV,BCS,XGY,0.688
SP000059,SP004114,MYB,SBJ,BCS,5,WRU,GER,DNM,0.312
SP000059,SP004157,MYB,SBJ,BMO,13,XAN,BAN,KGS,0.5
SP000059,SP004185,MYB,SBJ,BAN,5,WRU,GER,DNM,0.333
SP000059,SP004191,MYB,SBJ,SBJ,13,XAN,BAN,KGS,0.433
SP000059,SP004257,MYB,SBJ,BMO,6,GER,HWY,BCF,0.24
SP000059,SP004445,MYB,SBJ,BAN,6,GER,HWY,BCF,0.316
SP000059,SP004479,MYB,SBJ,PRR,9,PRR,HDM,,1.0
SP000059,SP004626,MYB,SBJ,OXF,5,WRU,GER,DNM,0.278
SP000059,SP004639,MYB,SBJ,BAN,5,WRU,GER,DNM,0.25
SP000059,SP004641,MYB,SBJ,BSW,6,GER,HWY,BCF,0.231
SP000060,SP003757,EDB,PTH,LEV,5,INK,DAG,ROS,0.385
SP000060,SP003767,EDB,PTH,GLT,5,INK,DAG,ROS,0.417
SP000061,SP000081,MYB,BMO,HWY,5,WRU,GER,DNM,0.556
SP000061,SP000088,MYB,BMO,BMO,13,XAN,BAN,KGS,0.542
SP000061,SP000117,MYB,BMO,OXF,11,XJV,BCS,XGY,0.733
SP000061,SP000124,MYB,BMO,BSW,24,BMO,,BSW,1.0
SP000061,SP000168,MYB,BMO,BAN,13,XAN,BAN,KGS,0.867
SP000061,SP000199,MYB,BMO,BSW,19,HTN,DDG,LPW,0.792
SP000061,SP000227,MYB,BMO,OXF,6,GER,HWY,SRG,0.375
SP000061,SP000248,MYB,BMO,HWY,5,WRU,GER,DNM,0.5
SP000061,SP000298,MYB,BMO,PRR,5,WRU,GER,DNM,0.5
SP000061,SP000305,MYB,BMO,GER,5,WRU,GER,DNM,0.714
SP000061,SP000313,MYB,BMO,OXF,5,WRU,GER,DNM,0.294
SP000061,SP000328,MYB,BMO,BMO,16,LMS,WRW,WRP,0.696
SP000061,SP000552,MYB,BMO,BSW,13,XAN,BAN,KGS,0.542
SP000061,SP001643,MYB,BMO,HWY,5,WRU,GER,DNM,0.455
SP000061,SP002429,MYB,BMO,AYS,5,WRU,GER,DNM,0.333
SP000061,SP002777,MYB,BMO,OXF,6,GER,HWY,SRG,0.333
SP000061,SP002783,MYB,BMO,OXF,6,GER,HWY,BCF,0.353
SP000061,SP003198,MYB,BMO,BAN,6,GER,HWY,BCF,0.375
SP000061,SP003867,MYB,BMO,OXF,11,XJV,BCS,XGY,0.688
SP000061,SP004114,MYB,BMO,BCS,5,WRU,GER,DNM,0.312
SP000061,SP004157,MYB,BMO,BMO,13,XAN,BAN,KGS,0.542
SP000061,SP004185,MYB,BMO,BAN,5,WRU,GER,DNM,0.333
SP000061,SP004191,MYB,BMO,SBJ,13,XAN,BAN,KGS,0.542
SP000061,SP004257,MYB,BMO,BMO,6,GER,HWY,BCF,0.25
SP000061,SP004445,MYB,BMO,BAN,6,GER,HWY,BCF,0.316
SP000061,SP004479,MYB,BMO,PRR,9,PRR,HDM,,1.0
SP000061,SP004626,MYB,BMO,OXF,5,WRU,GER,DNM,0.278
SP000061,SP004639,MYB,BMO,BAN,5,WRU,GER,DNM,0.25
SP000061,SP004641,MYB,BMO,BSW,6,GER,HWY,BCF,0.25
SP000063,SP000108,HGS,CHX,CHX,5,RBR,ETC,WAD,0.263
SP000063,SP000154,HGS,CHX,CST,17,XPY,NWX,SAJ,0.85
SP000063,SP000174,HGS,CHX,CST,11,SEV,ORP,CLD,0.55
SP000065,SP002274,BTN,EBN,EBN,5,GLY,BRK,PLG,0.556
SP000065,SP003064,BTN,EBN,ORE,5,GLY,BRK,PLG,0.5
SP000065,SP004122,BTN,EBN,ORE,10,EBN,,HMD,1.0
SP000065,SP004553,BTN,EBN,ORE,10,EBN,,HMD,1.0
SP000067,SP000576,BSW,MYB,BAN,6,DDG,HTN,LPW,0.462
SP000067,SP000644,BSW,MYB,MYB,12,BAN,XAN,KGS,0.48
SP000067,SP000655,BSW,MYB,BAN,12,BAN,XAN,,1.0
SP000067,SP004174,BSW,MYB,LMS,6,DDG,HTN,LPW,0.545
SP000067,SP004634,BSW,MYB,MYB,6,DDG,HTN,LPW,0.24
SP000067,SP004645,BSW,MYB,MYB,12,BAN,XAN,KGS,0.48
SP000069,SP003486,WMN,BRI,GCR,5,BOA,AVF,BTH,0.455
SP000070,SP000077,EUS,STG,MAN,19,CRE,WSF,SDB,0.731
SP000070,SP000195,EUS,STG,NMP,5,WFJ,XOE,KGL,0.263
SP000070,SP000212,EUS,STG,TRI,5,WFJ,XOE,HML,0.556
SP000070,SP000266,EUS,STG,WVH,13,RUG,NUN,COV,0.542
SP000070,SP000392,EUS,STG,LIV,22,XYJ,WBQ,RUN,0.846
SP000070,SP000398,EUS,STG,MAN,17,XCO,STA,SNE,0.68
SP000070,SP000401,EUS,STG,BHM,13,RUG,NUN,COV,0.684
SP000070,SP000533,EUS,STG,BHM,8,XOD,BLY,LBZ,0.32
SP000070,SP000868,EUS,STG,LIV,15,XIM,XOI,TAM,0.536
SP000070,SP000882,EUS,STG,WVH,13,RUG,NUN,COV,0.565
SP000070,SP000885,EUS,STG,CRE,13,RUG,NUN,COV,0.406
SP000070,SP000892,EUS,STG,GLC,13,RUG,NUN,COV,0.31
SP000070,SP001313,EUS,STG,HHD,19,CRE,WSF,CTR,0.594
SP000070,SP001327,EUS,STG,TRI,5,WFJ,XOE,APS,0.5
SP000070,SP001329,EUS,STG,TRI,5,WFJ,XOE,KGL,0.5
SP000070,SP001343,EUS,STG,NMP,11,XHN,XWZ,NMP,0.917
SP000070,SP001346,EUS,STG,CRE,14,NUN,XIM,ATH,0.609
SP000070,SP001451,EUS,STG,BLY,5,WFJ,XOE,HML,0.417
SP000070,SP001454,EUS,STG,BLY,5,WFJ,XOE,APS,0.385
SP000070,SP001807,EUS,STG,GLC,36,MTH,WFF,GLC,0.973
SP000070,SP002179,EUS,STG,GLC,10,MKC,XHN,WOL,0.238
SP000070,SP002202,EUS,STG,WSL,8,XOD,BLY,LBZ,0.267
SP000070,SP002261,EUS,STG,NMP,5,WFJ,XOE,KGL,0.294
SP000070,SP002647,EUS,STG,MKC,5,WFJ,XOE,KGL,0.333
SP000070,SP002655,EUS,STG,SAA,5,WFJ,XOE,WFN,0.455
SP000070,SP002872,EUS,STG,CTR,19,CRE,WSF,CTR,0.95
SP000070,SP003031,EUS,STG,MAN,17,XCO,STA,SNE,0.607
SP000070,SP003036,EUS,STG,BHM,8,XOD,BLY,LBZ,0.286
SP000070,SP003114,EUS,STG,LIV,13,RUG,NUN,COV,0.382
SP000070,SP003191,EUS,STG,BPN,26,PRE,LAN,KKM,0.897
SP000070,SP003207,EUS,STG,LIV,20,WSF,ACB,HTF,0.741
SP000070,SP003300,EUS,STG,WRX,19,CRE,WSF,CTR,0.905
SP000070,SP003360,EUS,STG,EDB,13,RUG,NUN,COV,0.31
SP000070,SP003475,EUS,STG,WVH,11,XHN,XWZ,NMP,0.44
SP000070,SP003568,EUS,STG,WVH,10,MKC,XHN,WOL,0.312
SP000070,SP003958,EUS,STG,INV,13,RUG,NUN,COV,0.31
SP000070,SP004012,EUS,STG,GLC,11,XHN,XWZ,NMP,0.289
SP000070,SP004017,EUS,STG,PRE,15,XIM,XOI,TAM,0.536
SP000070,SP004025,EUS,STG,PRE,26,PRE,LAN,,1.0
SP000070,SP004034,EUS,STG,CRE,13,RUG,NUN,COV,0.406
SP000070,SP004036,EUS,STG,GLC,10,MKC,XHN,WOL,0.238
SP000070,SP004111,EUS,STG,GLC,10,MKC,XHN,WOL,0.238
SP000070,SP004131,EUS,STG,BHM,5,WFJ,XOE,KGL,0.156
SP000070,SP004188,EUS,STG,CRE,15,XIM,XOI,TAM,0.714
SP000070,SP004207,EUS,STG,CRE,13,RUG,NUN,COV,0.464
SP000070,SP004232,EUS,STG,INV,10,MKC,XHN,WOL,0.238
SP000070,SP004384,EUS,STG,WVH,13,RUG,NUN,COV,0.542
SP000070,SP004399,EUS,STG,GLC,34,LOC,SDM,WSH,0.944
SP000070,SP004433,EUS,STG,NMP,8,XOD,BLY,LBZ,0.571
SP000070,SP004516,EUS,STG,GLC,25,XOU,PRE,LAN,0.676
SP000070,SP004529,EUS,STG,BHM,5,WFJ,XOE,KGL,0.161
SP000071,SP000170,HGS,CHX,CST,8,ETC,WAD,SOG,0.364
SP000071,SP004099,HGS,CHX,TON,8,ETC,WAD,SOG,0.571
SP000071,SP004555,HGS,CHX,CHX,8,ETC,WAD,SOG,0.364
SP000071,SP004566,HGS,CHX,CST,8,ETC,WAD,SOG,0.364
SP000072,SP001252,WSB,SWI,CNM,5,SWI,,KEM,1.0
SP000073,SP004152,OXF,MYB,HWY,10,HWY,BCF,,1.0
SP000073,SP004488,OXF,MYB,MYB,10,HWY,BCF,SRG,0.588
SP000073,SP004633,OXF,MYB,MYB,12,GER,WRU,DNM,0.706
SP000073,SP004643,OXF,MYB,MYB,14,SRU,WCX,NLT,0.824
SP000074,SP000076,BHI,LLJ,AYW,15,SHR,GOB,WLP,0.625
SP000074,SP001786,BHI,LLJ,CTR,20,CTR,SHT,,1.0
SP000074,SP002133,BHI,LLJ,SHR,9,WVH,COS,BBK,0.45
SP000074,SP002825,BHI,LLJ,HHD,27,LLJ,,PMW,1.0
SP000074,SP004583,BHI,LLJ,MAN,20,CTR,SHT,HSB,0.741
SP000075,SP000579,MCV,SOP,SOP,15,PBL,BCB,HSC,0.833
SP000075,SP001775,MCV,SOP,WGN,10,HIN,INC,WGN,0.909
SP000075,SP002341,MCV,SOP,WGW,10,HIN,INC,WGW,0.909
SP000076,SP001786,BHI,AYW,CTR,15,SHR,WLP,GOB,0.75
SP000076,SP002133,BHI,AYW,SHR,9,WVH,COS,BBK,0.45
SP000076,SP002825,BHI,AYW,HHD,15,SHR,WLP,GOB,0.625
SP000076,SP004583,BHI,AYW,MAN,15,SHR,WLP,GOB,0.625
SP000077,SP000195,EUS,MAN,NMP,5,WFJ,XOE,KGL,0.263
SP000077,SP000212,EUS,MAN,TRI,5,WFJ,XOE,HML,0.556
SP000077,SP000266,EUS,MAN,WVH,13,RUG,NUN,COV,0.542
SP000077,SP000392,EUS,MAN,LIV,19,CRE,SDB,WSF,0.731
SP000077,SP000398,EUS,MAN,MAN,17,XCO,STA,SNE,0.68
SP000077,SP000401,EUS,MAN,BHM,13,RUG,NUN,COV,0.684
SP000077,SP000533,EUS,MAN,BHM,8,XOD,BLY,LBZ,0.32
SP000077,SP000868,EUS,MAN,LIV,15,XIM,XOI,TAM,0.577
SP000077,SP000882,EUS,MAN,WVH,13,RUG,NUN,COV,0.565
SP000077,SP000885,EUS,MAN,CRE,13,RUG,NUN,COV,0.5
SP000077,SP000892,EUS,MAN,GLC,13,RUG,NUN,COV,0.5
SP000077,SP001313,EUS,MAN,HHD,19,CRE,SDB,CTR,0.731
SP000077,SP001327,EUS,MAN,TRI,5,WFJ,XOE,APS,0.5
SP000077,SP001329,EUS,MAN,TRI,5,WFJ,XOE,KGL,0.5
SP000077,SP001343,EUS,MAN,NMP,11,XHN,XWZ,NMP,0.917
SP000077,SP001346,EUS,MAN,CRE,14,NUN,XIM,ATH,0.609
SP000077,SP001451,EUS,MAN,BLY,5,WFJ,XOE,HML,0.417
SP000077,SP001454,EUS,MAN,BLY,5,WFJ,XOE,APS,0.385
SP000077,SP001807,EUS,MAN,GLC,19,CRE,SDB,WSF,0.731
SP000077,SP002179,EUS,MAN,GLC,10,MKC,XHN,WOL,0.385
SP000077,SP002202,EUS,MAN,WSL,8,XOD,BLY,LBZ,0.308
SP000077,SP002261,EUS,MAN,NMP,5,WFJ,XOE,KGL,0.294
SP000077,SP002647,EUS,MAN,MKC,5,WFJ,XOE,KGL,0.333
SP000077,SP002655,EUS,MAN,SAA,5,WFJ,XOE,WFN,0.455
SP000077,SP002872,EUS,MAN,CTR,19,CRE,SDB,CTR,0.95
SP000077,SP003031,EUS,MAN,MAN,17,XCO,STA,SNE,0.654
SP000077,SP003036,EUS,MAN,BHM,8,XOD,BLY,LBZ,0.308
SP000077,SP003114,EUS,MAN,LIV,13,RUG,NUN,COV,0.5
SP000077,SP003191,EUS,MAN,BPN,19,CRE,SDB,WSF,0.731
SP000077,SP003207,EUS,MAN,LIV,19,CRE,SDB,WSF,0.731
SP000077,SP003300,EUS,MAN,WRX,19,CRE,SDB,CTR,0.905
SP000077,SP003360,EUS,MAN,EDB,13,RUG,NUN,COV,0.5
SP000077,SP003475,EUS,MAN,WVH,11,XHN,XWZ,NMP,0.44
SP000077,SP003568,EUS,MAN,WVH,10,MKC,XHN,WOL,0.385
SP000077,SP003958,EUS,MAN,INV,13,RUG,NUN,COV,0.5
SP000077,SP004012,EUS,MAN,GLC,11,XHN,XWZ,NMP,0.423
SP000077,SP004017,EUS,MAN,PRE,15,XIM,XOI,TAM,0.577
SP000077,SP004025,EUS,MAN,PRE,19,CRE,SDB,WSF,0.731
SP000077,SP004034,EUS,MAN,CRE,13,RUG,NUN,COV,0.5
SP000077,SP004036,EUS,MAN,GLC,10,MKC,XHN,WOL,0.385
SP000077,SP004111,EUS,MAN,GLC,10,MKC,XHN,WOL,0.385
SP000077,SP004131,EUS,MAN,BHM,5,WFJ,XOE,KGL,0.192
SP000077,SP004188,EUS,MAN,CRE,15,XIM,XOI,TAM,0.714
SP000077,SP004207,EUS,MAN,CRE,13,RUG,NUN,COV,0.5
SP000077,SP004232,EUS,MAN,INV,10,MKC,XHN,WOL,0.385
SP000077,SP004384,EUS,MAN,WVH,13,RUG,NUN,COV,0.542
SP000077,SP004399,EUS,MAN,GLC,19,CRE,SDB,WSF,0.731
SP000077,SP004433,EUS,MAN,NMP,8,XOD,BLY,LBZ,0.571
SP000077,SP004516,EUS,MAN,GLC,19,CRE,SDB,WSF,0.731
SP000077,SP004529,EUS,MAN,BHM,5,WFJ,XOE,KGL,0.192
SP000078,SP000145,MYB,WRU,WRU,5,SDH,NLT,SRU,0.714
SP000080,SP000085,CLE,LIV,LIV,6,SCU,ALP,CWE,0.2
SP000080,SP000089,CLE,LIV,LIV,6,SCU,ALP,CWE,0.194
SP000080,SP000109,CLE,LIV,LIV,6,SCU,ALP,CWE,0.2
SP000080,SP000113,CLE,LIV,LIV,6,SCU,ALP,CWE,0.194
SP000080,SP001826,CLE,LIV,NNG,5,BTB,SCU,MKR,0.455
SP000080,SP002454,CLE,LIV,SHF,5,BTB,SCU,BGG,0.385
SP000080,SP003537,CLE,LIV,SHF,6,SCU,ALP,CWE,0.462
SP000081,SP000088,MYB,HWY,BMO,5,WRU,DNM,GER,0.556
SP000081,SP000117,MYB,HWY,OXF,5,WRU,DNM,GER,0.556
SP000081,SP000124,MYB,HWY,BSW,5,WRU,DNM,GER,0.556
SP000081,SP000168,MYB,HWY,BAN,5,WRU,DNM,GER,0.556
SP000081,SP000199,MYB,HWY,BSW,5,WRU,DNM,GER,0.556
SP000081,SP000227,MYB,HWY,OXF,5,WRU,DNM,GER,0.556
SP000081,SP000248,MYB,HWY,HWY,6,DNM,GER,DGC,0.667
SP000081,SP000298,MYB,HWY,PRR,7,GER,BCF,HWY,0.778
SP000081,SP000305,MYB,HWY,GER,7,GER,BCF,,1.0
SP000081,SP000313,MYB,HWY,OXF,9,HWY,,SDR,1.0
SP000081,SP000328,MYB,HWY,BMO,5,WRU,DNM,GER,0.556
SP000081,SP000552,MYB,HWY,BSW,5,WRU,DNM,GER,0.556
SP000081,SP001643,MYB,HWY,HWY,6,DNM,GER,DGC,0.667
SP000081,SP002429,MYB,HWY,AYS,6,DNM,GER,DGC,0.667
SP000081,SP002777,MYB,HWY,OXF,5,WRU,DNM,GER,0.556
SP000081,SP002783,MYB,HWY,OXF,5,WRU,DNM,GER,0.556
SP000081,SP003198,MYB,HWY,BAN,5,WRU,DNM,GER,0.556
SP000081,SP003867,MYB,HWY,OXF,5,WRU,DNM,GER,0.556
SP000081,SP004114,MYB,HWY,BCS,6,DNM,GER,DGC,0.667
SP000081,SP004157,MYB,HWY,BMO,5,WRU,DNM,GER,0.556
SP000081,SP004185,MYB,HWY,BAN,7,GER,BCF,HWY,0.778
SP000081,SP004191,MYB,HWY,SBJ,5,WRU,DNM,GER,0.556
SP000081,SP004257,MYB,HWY,BMO,5,WRU,DNM,GER,0.556
SP000081,SP004445,MYB,HWY,BAN,5,WRU,DNM,GER,0.556
SP000081,SP004479,MYB,HWY,PRR,5,WRU,DNM,GER,0.556
SP000081,SP004626,MYB,HWY,OXF,9,HWY,,SDR,1.0
SP000081,SP004639,MYB,HWY,BAN,9,HWY,,SDR,1.0
SP000081,SP004641,MYB,HWY,BSW,5,WRU,DNM,GER,0.556
SP000082,SP000086,LIV,CLE,CLE,9,IRL,URM,DGT,0.281
SP000082,SP000091,LIV,CLE,CLE,8,BWD,IRL,DGT,0.258
SP000082,SP000093,LIV,CLE,CLE,5,HGN,WAW,WAC,0.156
SP000082,SP000121,LIV,CLE,CLE,5,HGN,WAW,WAC,0.161
SP000082,SP000126,LIV,CLE,CLE,8,BWD,IRL,DGT,0.25
SP000082,SP000128,LIV,CLE,CLE,5,HGN,WAW,WAC,0.152
SP000082,SP000133,LIV,CLE,CLE,5,HGN,WAW,WAC,0.147
SP000082,SP000750,LIV,CLE,NRW,5,HGN,WAW,WID,0.147
SP000082,SP001354,LIV,CLE,NRW,5,HGN,WAW,WID,0.147
SP000082,SP001360,LIV,CLE,NOT,5,HGN,WAW,WID,0.217
SP000082,SP001362,LIV,CLE,NRW,5,HGN,WAW,WID,0.147
SP000082,SP001365,LIV,CLE,NOT,5,HGN,WAW,WID,0.227
SP000082,SP001366,LIV,CLE,NOT,5,HGN,WAW,WID,0.208
SP000082,SP001875,LIV,CLE,CLE,5,HGN,WAW,WAC,0.156
SP000082,SP002673,LIV,CLE,NOT,5,HGN,WAW,WID,0.208
SP000082,SP003089,LIV,CLE,WAC,7,WAC,BWD,,1.0
SP000082,SP003115,LIV,CLE,NOT,5,HGN,WAW,WID,0.2
SP000082,SP003496,LIV,CLE,SHF,5,HGN,WAW,WAC,0.238
SP000082,SP003657,LIV,CLE,NCL,5,HGN,WAW,WAC,0.147
SP000082,SP004143,LIV,CLE,NRW,5,HGN,WAW,WID,0.147
SP000082,SP004261,LIV,CLE,DON,5,HGN,WAW,WAC,0.227
SP000082,SP004268,LIV,CLE,MIA,5,HGN,WAW,WAC,0.357
SP000082,SP004269,LIV,CLE,NRW,5,HGN,WAW,WID,0.147
SP000083,SP001871,BDI,KGX,LDS,5,MIR,WKK,DEW,0.5
SP000083,SP003095,BDI,KGX,KGX,6,WKK,PFM,AWK,0.24
SP000085,SP000089,CLE,LIV,LIV,14,SHF,DOR,GRN,0.467
SP000085,SP000109,CLE,LIV,LIV,14,SHF,DOR,GRN,0.467
SP000085,SP000113,CLE,LIV,LIV,14,SHF,DOR,GRN,0.467
SP000085,SP001826,CLE,LIV,NNG,5,BTB,SCU,MKR,0.455
SP000085,SP002454,CLE,LIV,SHF,5,BTB,SCU,BGG,0.385
SP000085,SP003537,CLE,LIV,SHF,11,MEX,SWN,RMC,0.846
SP000086,SP000091,LIV,CLE,CLE,8,BWD,IRL,DGT,0.258
SP000086,SP000093,LIV,CLE,CLE,5,HGN,WAW,WAC,0.156
SP000086,SP000121,LIV,CLE,CLE,5,HGN,WAW,WAC,0.161
SP000086,SP000126,LIV,CLE,CLE,8,BWD,IRL,DGT,0.25
SP000086,SP000128,LIV,CLE,CLE,5,HGN,WAW,WAC,0.156
SP000086,SP000133,LIV,CLE,CLE,5,HGN,WAW,WAC,0.156
SP000086,SP000750,LIV,CLE,NRW,5,HGN,WAW,WID,0.156
SP000086,SP001354,LIV,CLE,NRW,5,HGN,WAW,WID,0.156
SP000086,SP001360,LIV,CLE,NOT,5,HGN,WAW,WID,0.217
SP000086,SP001362,LIV,CLE,NRW,5,HGN,WAW,WID,0.156
SP000086,SP001365,LIV,CLE,NOT,5,HGN,WAW,WID,0.227
SP000086,SP001366,LIV,CLE,NOT,5,HGN,WAW,WID,0.208
SP000086,SP001875,LIV,CLE,CLE,5,HGN,WAW,WAC,0.156
SP000086,SP002673,LIV,CLE,NOT,5,HGN,WAW,WID,0.208
SP000086,SP003089,LIV,CLE,WAC,7,WAC,BWD,,1.0
SP000086,SP003115,LIV,CLE,NOT,5,HGN,WAW,WID,0.2
SP000086,SP003496,LIV,CLE,SHF,5,HGN,WAW,WAC,0.238
SP000086,SP003657,LIV,CLE,NCL,5,HGN,WAW,WAC,0.156
SP000086,SP004143,LIV,CLE,NRW,5,HGN,WAW,WID,0.156
SP000086,SP004261,LIV,CLE,DON,5,HGN,WAW,WAC,0.227
SP000086,SP004268,LIV,CLE,MIA,5,HGN,WAW,WAC,0.357
SP000086,SP004269,LIV,CLE,NRW,5,HGN,WAW,WID,0.156
SP000088,SP000117,MYB,BMO,OXF,11,XJV,BCS,XGY,0.733
SP000088,SP000124,MYB,BMO,BSW,13,XAN,KGS,BAN,0.52
SP000088,SP000168,MYB,BMO,BAN,15,BAN,XFC,,1.0
SP000088,SP000199,MYB,BMO,BSW,13,XAN,KGS,BAN,0.52
SP000088,SP000227,MYB,BMO,OXF,6,GER,HWY,SRG,0.375
SP000088,SP000248,MYB,BMO,HWY,5,WRU,GER,DNM,0.5
SP000088,SP000298,MYB,BMO,PRR,5,WRU,GER,DNM,0.5
SP000088,SP000305,MYB,BMO,GER,5,WRU,GER,DNM,0.714
SP000088,SP000313,MYB,BMO,OXF,5,WRU,GER,DNM,0.294
SP000088,SP000328,MYB,BMO,BMO,13,XAN,KGS,BAN,0.565
SP000088,SP000552,MYB,BMO,BSW,25,BMO,,BSW,1.0
SP000088,SP001643,MYB,BMO,HWY,5,WRU,GER,DNM,0.455
SP000088,SP002429,MYB,BMO,AYS,5,WRU,GER,DNM,0.333
SP000088,SP002777,MYB,BMO,OXF,6,GER,HWY,SRG,0.333
SP000088,SP002783,MYB,BMO,OXF,6,GER,HWY,BCF,0.353
SP000088,SP003198,MYB,BMO,BAN,6,GER,HWY,BCF,0.375
SP000088,SP003867,MYB,BMO,OXF,11,XJV,BCS,XGY,0.688
SP000088,SP004114,MYB,BMO,BCS,5,WRU,GER,DNM,0.312
SP000088,SP004157,MYB,BMO,BMO,20,HTN,DDG,LPW,0.8
SP000088,SP004185,MYB,BMO,BAN,5,WRU,GER,DNM,0.333
SP000088,SP004191,MYB,BMO,SBJ,20,HTN,DDG,LPW,0.8
SP000088,SP004257,MYB,BMO,BMO,6,GER,HWY,BCF,0.24
SP000088,SP004445,MYB,BMO,BAN,6,GER,HWY,BCF,0.316
SP000088,SP004479,MYB,BMO,PRR,9,PRR,HDM,,1.0
SP000088,SP004626,MYB,BMO,OXF,5,WRU,GER,DNM,0.278
SP000088,SP004639,MYB,BMO,BAN,5,WRU,GER,DNM,0.25
SP000088,SP004641,MYB,BMO,BSW,6,GER,HWY,BCF,0.24
SP000089,SP000109,CLE,LIV,LIV,22,DGT,URM,BWD,0.733
SP000089,SP000113,CLE,LIV,LIV,22,DGT,URM,IRL,0.71
SP000089,SP001826,CLE,LIV,NNG,5,BTB,SCU,MKR,0.455
SP000089,SP002454,CLE,LIV,SHF,5,BTB,SCU,BGG,0.385
SP000089,SP003537,CLE,LIV,SHF,11,MEX,SWN,RMC,0.846
SP000091,SP000093,LIV,CLE,CLE,5,HGN,WAW,WAC,0.161
SP000091,SP000121,LIV,CLE,CLE,5,HGN,WAW,WAC,0.161
SP000091,SP000126,LIV,CLE,CLE,17,GRN,SHF,DOR,0.548
SP000091,SP000128,LIV,CLE,CLE,5,HGN,WAW,WAC,0.161
SP000091,SP000133,LIV,CLE,CLE,5,HGN,WAW,WAC,0.161
SP000091,SP000750,LIV,CLE,NRW,5,HGN,WAW,WID,0.161
