pattern_a,pattern_b,origin,destination_a,destination_b,shared_prefix,divergence_station,branch_a,branch_b,overlap
SP000140,SP003701,YRK,KGX,KGX,8,HUN,SDY,SNO,0.421
SP000143,SP002157,EGR,BAL,BDM,11,ECR,SRS,NWD,0.846
SP000143,SP002176,EGR,BAL,XSU,5,OXT,WOH,SNR,0.385
SP000143,SP002247,EGR,BAL,WHP,5,OXT,WOH,SNR,0.385
SP000143,SP002262,EGR,BAL,XSU,11,ECR,SRS,NWD,0.846
SP000143,SP003062,EGR,BAL,WSW,12,SRS,BAL,TTH,0.923
SP000143,SP004218,EGR,BAL,BDM,5,OXT,WOH,SNR,0.385
SP000143,SP004576,EGR,BAL,BAK,12,SRS,BAL,SRC,0.923
SP000144,SP000152,GLT,EDB,EDB,8,INK,NQU,EGY,0.727
SP000146,SP002097,GRK,GLC,GLC,7,PTG,WDL,BPT,0.7
SP000146,SP002136,GRK,GLC,GLC,5,CDY,BGS,PTG,0.556
SP000148,SP000961,CLH,MCV,BBN,5,BBN,DWN,,1.0
SP000148,SP003398,CLH,MCV,MCV,10,BON,SLD,MSS,0.769
SP000148,SP004474,CLH,MCV,MCV,10,BON,SLD,FNW,0.769
SP000149,SP003250,EDB,MIA,EUS,13,XOU,CRL,WGN,0.591
SP000149,SP003562,EDB,MIA,EUS,13,XOU,CRL,WGN,0.591
SP000149,SP003970,EDB,MIA,EUS,13,XOU,CRL,WGN,0.591
SP000149,SP004263,EDB,MIA,MIA,13,XOU,CRL,WGN,0.65
SP000151,SP001412,WSL,WVH,BHM,11,BHM,XOS,,1.0
SP000151,SP002268,WSL,WVH,EUS,5,XRA,PRY,XOS,0.25
SP000153,SP000176,DID,PAD,PAD,8,MAI,SLO,TAP,0.727
SP000153,SP003226,DID,PAD,RDG,6,RDG,TWY,,1.0
SP000153,SP004296,DID,PAD,PAD,8,MAI,SLO,TAP,0.727
SP000153,SP004581,DID,PAD,PAD,10,STL,PAD,WEA,0.909
SP000154,SP000174,HGS,CST,CST,11,SEV,ORP,CLD,0.524
SP000155,SP001992,HLC,EDB,EDB,7,DMR,SIN,CYK,0.241
SP000155,SP001995,HLC,EDB,EDB,7,DMR,SIN,CYK,0.2
SP000155,SP002669,HLC,EDB,EDB,7,DMR,SIN,CYK,0.226
SP000155,SP002998,HLC,EDB,EDB,7,DMR,SIN,CYK,0.219
SP000155,SP003768,HLC,EDB,EDB,7,DMR,SIN,CYK,0.226
SP000155,SP003770,HLC,EDB,BHG,31,BHG,LSN,,1.0
SP000155,SP003773,HLC,EDB,ADR,26,ADR,DRU,,1.0
SP000155,SP003782,HLC,EDB,EDB,7,DMR,SIN,CYK,0.206
SP000156,SP000186,GLC,GLC,NTN,6,LGS,CCT,KGP,0.545
SP000158,SP001211,NNG,PBO,LCN,5,LCN,MGM,,1.0
SP000160,SP002286,SHF,LDS,LDS,9,FZW,SNA,WKK,0.692
SP000160,SP003573,SHF,LDS,YRK,8,MRP,FZW,PFR,0.615
SP000160,SP003985,SHF,LDS,LDS,9,FZW,SNA,XES,0.818
SP000161,SP004264,OXN,LIV,MIA,5,XOU,WGN,CRL,0.455
SP000162,SP003405,PBO,LCN,DON,6,LCN,,SXY,1.0
SP000163,SP000172,GLC,LIV,MIA,13,XOU,WGN,CRL,0.684
SP000163,SP002084,GLC,LIV,EUS,14,WGN,SNH,WBQ,0.737
SP000163,SP002229,GLC,LIV,CRE,14,WGN,SNH,WBQ,0.737
SP000163,SP003323,GLC,LIV,MIA,14,WGN,SNH,ECC,0.737
SP000163,SP004009,GLC,LIV,EUS,13,XOU,WGN,EBA,0.684
SP000163,SP004033,GLC,LIV,EUS,14,WGN,SNH,WBQ,0.737
SP000163,SP004044,GLC,LIV,EUS,13,XOU,WGN,EBA,0.684
SP000164,SP002758,SAV,WOS,KID,33,KID,HBY,,1.0
SP000164,SP003974,SAV,WOS,KID,30,SBJ,HAG,BKD,0.938
SP000165,SP002006,GLC,EKL,EKL,7,BUS,THT,HMY,0.778
SP000168,SP000199,MYB,BAN,BSW,13,XAN,KGS,BAN,0.867
SP000168,SP000227,MYB,BAN,OXF,6,GER,HWY,SRG,0.4
SP000168,SP000248,MYB,BAN,HWY,5,WRU,GER,DNM,0.5
SP000168,SP000298,MYB,BAN,PRR,5,WRU,GER,DNM,0.5
SP000168,SP000305,MYB,BAN,GER,5,WRU,GER,DNM,0.714
SP000168,SP000313,MYB,BAN,OXF,5,WRU,GER,DNM,0.333
SP000168,SP000328,MYB,BAN,BMO,13,XAN,KGS,BAN,0.867
SP000168,SP000552,MYB,BAN,BSW,15,BAN,,XFC,1.0
SP000168,SP001643,MYB,BAN,HWY,5,WRU,GER,DNM,0.455
SP000168,SP002429,MYB,BAN,AYS,5,WRU,GER,DNM,0.333
SP000168,SP002777,MYB,BAN,OXF,6,GER,HWY,SRG,0.4
SP000168,SP002783,MYB,BAN,OXF,6,GER,HWY,BCF,0.4
SP000168,SP003198,MYB,BAN,BAN,6,GER,HWY,BCF,0.4
SP000168,SP003867,MYB,BAN,OXF,11,XJV,BCS,XGY,0.733
SP000168,SP004114,MYB,BAN,BCS,5,WRU,GER,DNM,0.333
SP000168,SP004157,MYB,BAN,BMO,15,BAN,,XFC,1.0
SP000168,SP004185,MYB,BAN,BAN,5,WRU,GER,DNM,0.333
SP000168,SP004191,MYB,BAN,SBJ,15,BAN,,XFC,1.0
SP000168,SP004257,MYB,BAN,BMO,6,GER,HWY,BCF,0.4
SP000168,SP004445,MYB,BAN,BAN,6,GER,HWY,BCF,0.4
SP000168,SP004479,MYB,BAN,PRR,9,PRR,HDM,,1.0
SP000168,SP004626,MYB,BAN,OXF,5,WRU,GER,DNM,0.333
SP000168,SP004639,MYB,BAN,BAN,5,WRU,GER,DNM,0.333
SP000168,SP004641,MYB,BAN,BSW,6,GER,HWY,BCF,0.4
SP000169,SP000188,BPN,YRK,YRK,14,CRG,GRF,MIK,0.824
SP000169,SP000984,BPN,YRK,LDS,13,LDS,CRG,,1.0
SP000169,SP003781,BPN,YRK,LDS,11,BDI,NPD,LDS,0.917
SP000169,SP004106,BPN,YRK,YRK,15,GRF,MIK,EGF,0.833
SP000170,SP004099,HGS,CST,TON,14,TON,SEV,,1.0
SP000170,SP004555,HGS,CST,CHX,14,TON,SEV,HLB,0.538
SP000170,SP004566,HGS,CST,CST,14,TON,SEV,HLB,0.538
SP000172,SP002084,GLC,MIA,EUS,13,XOU,CRL,WGN,0.591
SP000172,SP002229,GLC,MIA,CRE,13,XOU,CRL,WGN,0.684
SP000172,SP003323,GLC,MIA,MIA,13,XOU,CRL,WGN,0.65
SP000172,SP004009,GLC,MIA,EUS,13,XOU,CRL,EBA,0.591
SP000172,SP004033,GLC,MIA,EUS,13,XOU,CRL,WGN,0.591
SP000172,SP004044,GLC,MIA,EUS,13,XOU,CRL,EBA,0.591
SP000173,SP000197,YRK,BPN,BPN,9,HFX,HBD,SOW,0.5
SP000175,SP000692,DDG,WOF,WOS,7,XOH,BMO,SMA,0.28
SP000175,SP001440,DDG,WOF,BSW,9,BSW,JEQ,,1.0
SP000175,SP002004,DDG,WOF,WOS,13,SMW,LGG,ROW,0.591
SP000175,SP004100,DDG,WOF,WOF,7,XOH,BMO,SMA,0.269
SP000175,SP004108,DDG,WOF,WOF,7,XOH,BMO,SMA,0.269
SP000175,SP004113,DDG,WOF,WOF,13,SMW,LGG,ROW,0.591
SP000176,SP003226,DID,PAD,RDG,6,RDG,TWY,,1.0
SP000176,SP004296,DID,PAD,PAD,13,STL,HAN,WEA,0.765
SP000176,SP004581,DID,PAD,PAD,8,MAI,TAP,SLO,0.667
SP000177,SP000334,ORP,CST,CHX,8,XPY,SAJ,NWX,0.727
SP000177,SP003024,ORP,CST,CHX,8,XPY,SAJ,LEW,0.667
SP000177,SP003107,ORP,CST,CST,8,XPY,SAJ,LEW,0.667
SP000178,SP000888,LEV,EDB,EDB,11,EGY,HYM,SGL,0.846
SP000180,SP000185,CST,HGS,HGS,15,TBW,WAD,FRT,0.682
SP000180,SP001031,CST,HGS,RAM,10,ORP,CLD,SEV,0.455
SP000180,SP001056,CST,HGS,AFK,10,ORP,CLD,SEV,0.526
SP000180,SP001064,CST,HGS,ORP,7,GRP,CIT,ESD,0.583
SP000180,SP001893,CST,HGS,DVP,10,ORP,CLD,SEV,0.455
SP000180,SP001895,CST,HGS,RAM,10,ORP,CLD,SEV,0.455
SP000180,SP002910,CST,HGS,TBW,10,ORP,CLD,SEV,0.667
SP000180,SP003122,CST,HGS,CST,6,HGR,GRP,LEE,0.273
SP000180,SP003425,CST,HGS,TON,13,TON,HIB,,1.0
SP000180,SP004537,CST,HGS,DVP,8,CIT,XPE,XMU,0.364
SP000180,SP004538,CST,HGS,RAM,8,CIT,XPE,XMU,0.364
SP000181,SP000347,SAV,WOF,WOF,17,SMW,ROW,LGG,0.654
SP000182,SP000229,NTN,GLC,GLC,5,KGP,LGS,MFL,0.5
SP000183,SP003806,LET,KGX,KGX,11,AAP,HGY,FPK,0.786
SP000184,SP000198,PAD,HFD,WOS,18,WOS,WOF,,1.0
SP000184,SP000326,PAD,HFD,DID,6,RDG,GOR,TLH,0.6
SP000184,SP000364,PAD,HFD,WOF,19,WOF,XHK,,1.0
SP000184,SP000462,PAD,HFD,OXF,8,OXF,HND,,1.0
SP000184,SP000581,PAD,HFD,BRI,7,GOR,OXF,DID,0.583
SP000184,SP000651,PAD,HFD,PLY,6,RDG,GOR,THE,0.273
SP000184,SP000801,PAD,HFD,PLY,6,RDG,GOR,THE,0.261
SP000184,SP000835,PAD,HFD,WSM,7,GOR,OXF,DID,0.412
SP000184,SP000840,PAD,HFD,PNZ,7,GOR,OXF,DID,0.269
SP000184,SP000848,PAD,HFD,WOS,11,AUW,KGM,SIP,0.579
SP000184,SP000858,PAD,HFD,OXF,7,GOR,OXF,DID,0.778
SP000184,SP000862,PAD,HFD,CNM,7,GOR,OXF,DID,0.5
SP000184,SP001654,PAD,HFD,NBY,6,RDG,GOR,THE,0.6
SP000184,SP001823,PAD,HFD,SWA,7,GOR,OXF,DID,0.333
SP000184,SP001838,PAD,HFD,SWA,7,GOR,OXF,DID,0.35
SP000184,SP001939,PAD,HFD,RDG,6,RDG,GOR,,1.0
SP000184,SP002174,PAD,HFD,WSM,7,GOR,OXF,DID,0.438
SP000184,SP002183,PAD,HFD,WSM,7,GOR,OXF,DID,0.412
SP000184,SP002209,PAD,HFD,EXD,6,RDG,GOR,THE,0.375
SP000184,SP002216,PAD,HFD,NQY,6,RDG,GOR,THE,0.231
SP000184,SP002711,PAD,HFD,BDW,6,RDG,GOR,THE,0.5
SP000184,SP003385,PAD,HFD,PGN,6,RDG,GOR,THE,0.261
SP000184,SP003417,PAD,HFD,CDF,7,GOR,OXF,DID,0.467
SP000184,SP003420,PAD,HFD,WOS,7,GOR,OXF,DID,0.412
SP000184,SP003428,PAD,HFD,WSB,6,RDG,GOR,THE,0.429
SP000184,SP003429,PAD,HFD,CMN,7,GOR,OXF,DID,0.269
SP000184,SP003434,PAD,HFD,SWA,7,GOR,OXF,DID,0.333
SP000184,SP003440,PAD,HFD,SWA,7,GOR,OXF,DID,0.318
SP000184,SP003448,PAD,HFD,TAU,7,GOR,OXF,DID,0.368
SP000184,SP003480,PAD,HFD,PNZ,6,RDG,GOR,THE,0.231
SP000184,SP003666,PAD,HFD,TAU,7,GOR,OXF,DID,0.35
SP000184,SP003788,PAD,HFD,SWA,7,GOR,OXF,DID,0.292
SP000184,SP004186,PAD,HFD,FRO,6,RDG,GOR,THE,0.4
SP000184,SP004248,PAD,HFD,WPH,17,WPH,WOS,,1.0
SP000184,SP004338,PAD,HFD,BPW,7,GOR,OXF,DID,0.7
SP000184,SP004416,PAD,HFD,BDW,6,RDG,GOR,RDW,0.375
SP000184,SP004476,PAD,HFD,BAN,8,OXF,HND,HYD,0.727
SP000184,SP004599,PAD,HFD,WOS,7,GOR,OXF,DID,0.5
SP000185,SP001031,CST,HGS,RAM,10,ORP,CLD,SEV,0.385
SP000185,SP001056,CST,HGS,AFK,10,ORP,CLD,SEV,0.526
SP000185,SP001064,CST,HGS,ORP,7,GRP,CIT,ESD,0.583
SP000185,SP001893,CST,HGS,DVP,10,ORP,CLD,SEV,0.385
SP000185,SP001895,CST,HGS,RAM,10,ORP,CLD,SEV,0.385
SP000185,SP002910,CST,HGS,TBW,10,ORP,CLD,SEV,0.667
SP000185,SP003122,CST,HGS,CST,6,HGR,GRP,LEE,0.231
SP000185,SP003425,CST,HGS,TON,13,TON,HIB,,1.0
SP000185,SP004537,CST,HGS,DVP,8,CIT,XPE,XMU,0.308
SP000185,SP004538,CST,HGS,RAM,8,CIT,XPE,XMU,0.308
SP000187,SP001726,KGX,LET,CBG,8,WGC,WLW,XGN,0.571
SP000187,SP002354,KGX,LET,RYS,14,LET,,BDK,1.0
SP000187,SP002757,KGX,LET,CBG,14,LET,,BDK,1.0
SP000187,SP002762,KGX,LET,CBG,14,LET,,BDK,1.0
SP000188,SP000984,BPN,YRK,LDS,13,LDS,CRG,,1.0
SP000188,SP003781,BPN,YRK,LDS,11,BDI,NPD,LDS,0.917
SP000188,SP004106,BPN,YRK,YRK,14,CRG,MIK,GRF,0.824
SP000189,SP000205,MIA,EDB,GLC,19,LOC,SLA,SDM,0.864
SP000189,SP000560,MIA,EDB,BPN,8,XLK,CRL,LOT,0.444
SP000189,SP000565,MIA,EDB,BPN,8,XLK,CRL,LOT,0.381
SP000189,SP000570,MIA,EDB,BPN,8,XLK,CRL,LOT,0.4
SP000189,SP000610,MIA,EDB,BPN,8,XLK,CRL,HWI,0.471
SP000189,SP003292,MIA,EDB,LAN,5,DGT,SLD,ECC,0.5
SP000189,SP003707,MIA,EDB,BPN,8,XLK,CRL,LOT,0.444
SP000189,SP004451,MIA,EDB,OXN,14,OXN,XIT,,1.0
SP000189,SP004500,MIA,EDB,LIV,5,DGT,SLD,SFD,0.278
SP000190,SP002971,ORP,LUT,KTN,22,KTN,WHP,,1.0
SP000190,SP002987,ORP,LUT,BFR,18,BFR,CTK,,1.0
SP000190,SP003027,ORP,LUT,WHP,23,WHP,CRI,,1.0
SP000192,SP000209,LIV,GLC,GLC,16,LOC,SDM,WSH,0.842
SP000192,SP000631,LIV,GLC,BPN,6,WGN,XOU,EBA,0.462
SP000192,SP004375,LIV,GLC,WGN,5,SNH,WGN,GSW,0.714
SP000194,SP000605,MYB,HWY,GER,7,WRU,DNM,DGC,0.778
SP000194,SP000607,MYB,HWY,GER,9,GER,SRG,,1.0
SP000194,SP000667,MYB,HWY,WRU,7,WRU,DNM,,1.0
SP000194,SP004609,MYB,HWY,GER,8,DNM,GER,DGC,0.8
SP000195,SP000212,EUS,NMP,TRI,5,WFJ,KGL,HML,0.556
SP000195,SP000266,EUS,NMP,WVH,5,WFJ,KGL,XOE,0.263
SP000195,SP000392,EUS,NMP,LIV,5,WFJ,KGL,XOE,0.263
SP000195,SP000398,EUS,NMP,MAN,5,WFJ,KGL,XOE,0.263
SP000195,SP000401,EUS,NMP,BHM,5,WFJ,KGL,XOE,0.263
SP000195,SP000533,EUS,NMP,BHM,5,WFJ,KGL,XOE,0.263
SP000195,SP000868,EUS,NMP,LIV,5,WFJ,KGL,XOE,0.263
SP000195,SP000882,EUS,NMP,WVH,5,WFJ,KGL,XOE,0.263
SP000195,SP000885,EUS,NMP,CRE,5,WFJ,KGL,XOE,0.263
SP000195,SP000892,EUS,NMP,GLC,5,WFJ,KGL,XOE,0.263
SP000195,SP001313,EUS,NMP,HHD,5,WFJ,KGL,XOE,0.263
SP000195,SP001327,EUS,NMP,TRI,5,WFJ,KGL,APS,0.5
SP000195,SP001329,EUS,NMP,TRI,6,KGL,APS,HML,0.6
SP000195,SP001343,EUS,NMP,NMP,5,WFJ,KGL,XOE,0.417
SP000195,SP001346,EUS,NMP,CRE,5,WFJ,KGL,XOE,0.263
SP000195,SP001451,EUS,NMP,BLY,5,WFJ,KGL,HML,0.417
SP000195,SP001454,EUS,NMP,BLY,5,WFJ,KGL,APS,0.385
SP000195,SP001807,EUS,NMP,GLC,5,WFJ,KGL,XOE,0.263
SP000195,SP002179,EUS,NMP,GLC,5,WFJ,KGL,XOE,0.263
SP000195,SP002202,EUS,NMP,WSL,5,WFJ,KGL,XOE,0.263
SP000195,SP002261,EUS,NMP,NMP,6,KGL,APS,HML,0.353
SP000195,SP002647,EUS,NMP,MKC,11,TRI,CED,XOD,0.733
SP000195,SP002655,EUS,NMP,SAA,5,WFJ,KGL,WFN,0.455
SP000195,SP002872,EUS,NMP,CTR,5,WFJ,KGL,XOE,0.263
SP000195,SP003031,EUS,NMP,MAN,5,WFJ,KGL,XOE,0.263
SP000195,SP003036,EUS,NMP,BHM,5,WFJ,KGL,XOE,0.263
SP000195,SP003114,EUS,NMP,LIV,5,WFJ,KGL,XOE,0.263
SP000195,SP003191,EUS,NMP,BPN,5,WFJ,KGL,XOE,0.263
SP000195,SP003207,EUS,NMP,LIV,5,WFJ,KGL,XOE,0.263
SP000195,SP003300,EUS,NMP,WRX,5,WFJ,KGL,XOE,0.263
SP000195,SP003360,EUS,NMP,EDB,5,WFJ,KGL,XOE,0.263
SP000195,SP003475,EUS,NMP,WVH,5,WFJ,KGL,XOE,0.263
SP000195,SP003568,EUS,NMP,WVH,5,WFJ,KGL,XOE,0.263
SP000195,SP003958,EUS,NMP,INV,5,WFJ,KGL,XOE,0.263
SP000195,SP004012,EUS,NMP,GLC,5,WFJ,KGL,XOE,0.263
SP000195,SP004017,EUS,NMP,PRE,5,WFJ,KGL,XOE,0.263
SP000195,SP004025,EUS,NMP,PRE,5,WFJ,KGL,XOE,0.263
SP000195,SP004034,EUS,NMP,CRE,5,WFJ,KGL,XOE,0.263
SP000195,SP004036,EUS,NMP,GLC,5,WFJ,KGL,XOE,0.263
SP000195,SP004111,EUS,NMP,GLC,5,WFJ,KGL,XOE,0.263
SP000195,SP004131,EUS,NMP,BHM,19,NMP,,LBK,1.0
SP000195,SP004188,EUS,NMP,CRE,5,WFJ,KGL,XOE,0.263
SP000195,SP004207,EUS,NMP,CRE,5,WFJ,KGL,XOE,0.263
SP000195,SP004232,EUS,NMP,INV,5,WFJ,KGL,XOE,0.263
SP000195,SP004384,EUS,NMP,WVH,5,WFJ,KGL,XOE,0.263
SP000195,SP004399,EUS,NMP,GLC,5,WFJ,KGL,XOE,0.263
SP000195,SP004433,EUS,NMP,NMP,5,WFJ,KGL,XOE,0.357
SP000195,SP004516,EUS,NMP,GLC,5,WFJ,KGL,XOE,0.263
SP000195,SP004529,EUS,NMP,BHM,19,NMP,,LBK,1.0
SP000196,SP001479,RDC,FOK,FOK,12,XOZ,AST,DUD,0.632
SP000198,SP000326,PAD,WOS,DID,6,RDG,GOR,TLH,0.6
SP000198,SP000364,PAD,WOS,WOF,18,WOS,,WOF,1.0
SP000198,SP000462,PAD,WOS,OXF,8,OXF,HND,,1.0
SP000198,SP000581,PAD,WOS,BRI,7,GOR,OXF,DID,0.583
SP000198,SP000651,PAD,WOS,PLY,6,RDG,GOR,THE,0.333
SP000198,SP000801,PAD,WOS,PLY,6,RDG,GOR,THE,0.333
SP000198,SP000835,PAD,WOS,WSM,7,GOR,OXF,DID,0.412
SP000198,SP000840,PAD,WOS,PNZ,7,GOR,OXF,DID,0.389
SP000198,SP000848,PAD,WOS,WOS,11,AUW,KGM,SIP,0.611
SP000198,SP000858,PAD,WOS,OXF,7,GOR,OXF,DID,0.778
SP000198,SP000862,PAD,WOS,CNM,7,GOR,OXF,DID,0.5
SP000198,SP001654,PAD,WOS,NBY,6,RDG,GOR,THE,0.6
SP000198,SP001823,PAD,WOS,SWA,7,GOR,OXF,DID,0.389
SP000198,SP001838,PAD,WOS,SWA,7,GOR,OXF,DID,0.389
SP000198,SP001939,PAD,WOS,RDG,6,RDG,GOR,,1.0
SP000198,SP002174,PAD,WOS,WSM,7,GOR,OXF,DID,0.438
SP000198,SP002183,PAD,WOS,WSM,7,GOR,OXF,DID,0.412
SP000198,SP002209,PAD,WOS,EXD,6,RDG,GOR,THE,0.375
SP000198,SP002216,PAD,WOS,NQY,6,RDG,GOR,THE,0.333
SP000198,SP002711,PAD,WOS,BDW,6,RDG,GOR,THE,0.5
SP000198,SP003385,PAD,WOS,PGN,6,RDG,GOR,THE,0.333
SP000198,SP003417,PAD,WOS,CDF,7,GOR,OXF,DID,0.467
SP000198,SP003420,PAD,WOS,WOS,7,GOR,OXF,DID,0.412
SP000198,SP003428,PAD,WOS,WSB,6,RDG,GOR,THE,0.429
SP000198,SP003429,PAD,WOS,CMN,7,GOR,OXF,DID,0.389
SP000198,SP003434,PAD,WOS,SWA,7,GOR,OXF,DID,0.389
SP000198,SP003440,PAD,WOS,SWA,7,GOR,OXF,DID,0.389
SP000198,SP003448,PAD,WOS,TAU,7,GOR,OXF,DID,0.389
SP000198,SP003480,PAD,WOS,PNZ,6,RDG,GOR,THE,0.333
SP000198,SP003666,PAD,WOS,TAU,7,GOR,OXF,DID,0.389
SP000198,SP003788,PAD,WOS,SWA,7,GOR,OXF,DID,0.389
SP000198,SP004186,PAD,WOS,FRO,6,RDG,GOR,THE,0.4
SP000198,SP004248,PAD,WOS,WPH,17,WPH,WOS,,1.0
SP000198,SP004338,PAD,WOS,BPW,7,GOR,OXF,DID,0.7
SP000198,SP004416,PAD,WOS,BDW,6,RDG,GOR,RDW,0.375
SP000198,SP004476,PAD,WOS,BAN,8,OXF,HND,HYD,0.727
SP000198,SP004599,PAD,WOS,WOS,7,GOR,OXF,DID,0.5
SP000199,SP000227,MYB,BSW,OXF,6,GER,HWY,SRG,0.375
SP000199,SP000248,MYB,BSW,HWY,5,WRU,GER,DNM,0.5
SP000199,SP000298,MYB,BSW,PRR,5,WRU,GER,DNM,0.5
SP000199,SP000305,MYB,BSW,GER,5,WRU,GER,DNM,0.714
SP000199,SP000313,MYB,BSW,OXF,5,WRU,GER,DNM,0.294
SP000199,SP000328,MYB,BSW,BMO,16,LMS,WRW,WRP,0.696
SP000199,SP000552,MYB,BSW,BSW,13,XAN,BAN,KGS,0.5
SP000199,SP001643,MYB,BSW,HWY,5,WRU,GER,DNM,0.455
SP000199,SP002429,MYB,BSW,AYS,5,WRU,GER,DNM,0.333
SP000199,SP002777,MYB,BSW,OXF,6,GER,HWY,SRG,0.333
SP000199,SP002783,MYB,BSW,OXF,6,GER,HWY,BCF,0.353
SP000199,SP003198,MYB,BSW,BAN,6,GER,HWY,BCF,0.375
SP000199,SP003867,MYB,BSW,OXF,11,XJV,BCS,XGY,0.688
SP000199,SP004114,MYB,BSW,BCS,5,WRU,GER,DNM,0.312
SP000199,SP004157,MYB,BSW,BMO,13,XAN,BAN,KGS,0.5
SP000199,SP004185,MYB,BSW,BAN,5,WRU,GER,DNM,0.333
SP000199,SP004191,MYB,BSW,SBJ,13,XAN,BAN,KGS,0.5
SP000199,SP004257,MYB,BSW,BMO,6,GER,HWY,BCF,0.24
SP000199,SP004445,MYB,BSW,BAN,6,GER,HWY,BCF,0.316
SP000199,SP004479,MYB,BSW,PRR,9,PRR,HDM,,1.0
SP000199,SP004626,MYB,BSW,OXF,5,WRU,GER,DNM,0.278
SP000199,SP004639,MYB,BSW,BAN,5,WRU,GER,DNM,0.25
SP000199,SP004641,MYB,BSW,BSW,6,GER,HWY,BCF,0.231
SP000200,SP003239,NEI,GLC,GLC,7,MFL,COI,GLC,0.875
SP000202,SP000224,GLC,NEI,NTN,5,MFL,CCT,KGP,0.5
SP000202,SP002685,GLC,NEI,GLC,6,CCT,MUI,LGS,0.545
SP000204,SP001898,SRY,FST,FST,9,PSE,BSO,SFO,0.529
SP000204,SP003823,SRY,FST,FST,9,PSE,BSO,LAI,0.643
SP000204,SP003825,SRY,FST,FST,7,LES,BEF,PSE,0.5
SP000204,SP003827,SRY,FST,FST,7,LES,BEF,PSE,0.5
SP000204,SP003830,SRY,FST,FST,11,LAI,WHR,UPM,0.688
SP000204,SP003835,SRY,FST,FST,7,LES,BEF,PSE,0.438
SP000204,SP003848,SRY,FST,FST,15,WEH,LHS,FST,0.938
SP000204,SP003850,SRY,FST,FST,11,LAI,WHR,UPM,0.733
SP000205,SP000560,MIA,GLC,BPN,8,XLK,CRL,LOT,0.444
SP000205,SP000565,MIA,GLC,BPN,8,XLK,CRL,LOT,0.381
SP000205,SP000570,MIA,GLC,BPN,8,XLK,CRL,LOT,0.4
SP000205,SP000610,MIA,GLC,BPN,8,XLK,CRL,HWI,0.471
SP000205,SP003292,MIA,GLC,LAN,5,DGT,SLD,ECC,0.5
SP000205,SP003707,MIA,GLC,BPN,8,XLK,CRL,LOT,0.444
SP000205,SP004451,MIA,GLC,OXN,14,OXN,XIT,,1.0
SP000205,SP004500,MIA,GLC,LIV,5,DGT,SLD,SFD,0.278
SP000206,SP000679,OXF,MYB,MYB,9,HWY,SRG,BCF,0.562
SP000206,SP000689,OXF,MYB,MYB,11,GER,WRU,DGC,0.688
SP000206,SP004149,OXF,MYB,MYB,9,HWY,SRG,BCF,0.562
SP000206,SP004560,OXF,MYB,MYB,9,HWY,SRG,BCF,0.562
SP000206,SP004636,OXF,MYB,MYB,13,SRU,WCX,NLT,0.812
SP000208,SP000495,EDB,KIN,ABD,6,LDY,DKD,CUP,0.6
SP000208,SP001812,EDB,KIN,HNT,6,LDY,DKD,BYF,0.6
SP000208,SP001944,EDB,KIN,ABD,6,LDY,DKD,CUP,0.6
SP000208,SP003718,EDB,KIN,ABD,5,KDY,LDY,MNC,0.5
SP000209,SP000631,LIV,GLC,BPN,6,WGN,XOU,EBA,0.462
SP000209,SP004375,LIV,GLC,WGN,5,SNH,WGN,GSW,0.714
SP000211,SP000232,AYW,BNG,CFS,6,CFS,BNG,,1.0
SP000212,SP000266,EUS,TRI,WVH,5,WFJ,HML,XOE,0.556
SP000212,SP000392,EUS,TRI,LIV,5,WFJ,HML,XOE,0.556
SP000212,SP000398,EUS,TRI,MAN,5,WFJ,HML,XOE,0.556
SP000212,SP000401,EUS,TRI,BHM,5,WFJ,HML,XOE,0.556
SP000212,SP000533,EUS,TRI,BHM,5,WFJ,HML,XOE,0.556
SP000212,SP000868,EUS,TRI,LIV,5,WFJ,HML,XOE,0.556
SP000212,SP000882,EUS,TRI,WVH,5,WFJ,HML,XOE,0.556
SP000212,SP000885,EUS,TRI,CRE,5,WFJ,HML,XOE,0.556
SP000212,SP000892,EUS,TRI,GLC,5,WFJ,HML,XOE,0.556
SP000212,SP001313,EUS,TRI,HHD,5,WFJ,HML,XOE,0.556
SP000212,SP001327,EUS,TRI,TRI,5,WFJ,HML,APS,0.556
SP000212,SP001329,EUS,TRI,TRI,5,WFJ,HML,KGL,0.556
SP000212,SP001343,EUS,TRI,NMP,5,WFJ,HML,XOE,0.556
SP000212,SP001346,EUS,TRI,CRE,5,WFJ,HML,XOE,0.556
SP000212,SP001451,EUS,TRI,BLY,9,TRI,,XOD,1.0
SP000212,SP001454,EUS,TRI,BLY,5,WFJ,HML,APS,0.556
SP000212,SP001807,EUS,TRI,GLC,5,WFJ,HML,XOE,0.556
SP000212,SP002179,EUS,TRI,GLC,5,WFJ,HML,XOE,0.556
SP000212,SP002202,EUS,TRI,WSL,5,WFJ,HML,XOE,0.556
SP000212,SP002261,EUS,TRI,NMP,5,WFJ,HML,KGL,0.556
SP000212,SP002647,EUS,TRI,MKC,5,WFJ,HML,KGL,0.556
SP000212,SP002655,EUS,TRI,SAA,5,WFJ,HML,WFN,0.556
SP000212,SP002872,EUS,TRI,CTR,5,WFJ,HML,XOE,0.556
SP000212,SP003031,EUS,TRI,MAN,5,WFJ,HML,XOE,0.556
SP000212,SP003036,EUS,TRI,BHM,5,WFJ,HML,XOE,0.556
