route_id,from_crs,to_crs
R01415,MTC,BAL
R01415,BAL,BAK
R01416,RDG,TWY
R01416,TWY,MAI
R01416,MAI,TAP
R01416,TAP,BNM
R01416,BNM,SLO
R01416,SLO,LNY
R01416,LNY,IVR
R01416,IVR,WDT
R01416,WDT,HAY
R01416,HAY,STL
R01416,STL,HAN
R01416,HAN,WEA
R01416,WEA,EAL
R01416,EAL,AML
R01416,AML,PDX
R01416,PDX,BDS
R01416,BDS,TCR
R01416,TCR,FDX
R01416,FDX,LSX
R01416,LSX,WHX
R01416,WHX,CWX
R01416,CWX,CUS
R01416,CUS,WWC
R01416,WWC,ABX
R01417,PNZ,SER
R01417,SER,HYL
R01417,HYL,CBN
R01417,CBN,TRU
R01417,TRU,SAU
R01417,SAU,PAR
R01417,PAR,LUX
R01417,LUX,BGL
R01417,BGL,ROC
R01417,ROC,SCR
R01417,SCR,QUI
R01417,QUI,NQY
R01418,NQY,QUI
R01418,QUI,SCR
R01418,SCR,ROC
R01418,ROC,BGL
R01418,BGL,LUX
R01418,LUX,PAR
R01419,BOG,BAA
R01419,BAA,FOD
R01419,FOD,LIT
R01419,LIT,XXA
R01419,XXA,ARU
R01419,ARU,PUL
R01419,PUL,BIG
R01419,BIG,CHH
R01419,CHH,HRH
R01419,HRH,LVN
R01419,LVN,CRW
R01419,CRW,TBD
R01419,TBD,GTW
R01419,GTW,ELD
R01419,ELD,XJS
R01419,XJS,PUR
R01419,PUR,ECR
R01419,ECR,NWD
R01419,NWD,SYD
R01419,SYD,NXG
R01419,NXG,XLJ
R01419,XLJ,XSU
R01420,PAR,LUX
R01420,LUX,BGL
R01420,BGL,ROC
R01420,ROC,SCR
R01420,SCR,QUI
R01420,QUI,NQY
R01421,NQY,QUI
R01421,QUI,SCR
R01421,SCR,PAR
R01422,PAR,LUX
R01422,LUX,BGL
R01422,BGL,ROC
R01422,ROC,QUI
R01422,QUI,NQY
R01423,NQY,QUI
R01423,QUI,ROC
R01423,ROC,BGL
R01423,BGL,LUX
R01423,LUX,PAR
R01424,PAR,SCR
R01424,SCR,QUI
R01424,QUI,NQY
R01425,LCN,HKM
R01425,HKM,SWD
R01425,SWD,CLM
R01425,CLM,XNK
R01425,XNK,NCT
R01425,NCT,FSK
R01425,FSK,BSB
R01425,BSB,THU
R01425,THU,LOW
R01425,LOW,BUJ
R01425,BUJ,CTO
R01425,CTO,NOT
R01425,NOT,BEE
R01425,BEE,ATB
R01425,ATB,XTR
R01425,XTR,LGE
R01425,LGE,SPO
R01425,SPO,DBY
R01425,DBY,TUT
R01425,TUT,UTT
R01425,UTT,BYB
R01425,BYB,LGN
R01425,LGN,SOT
R01425,SOT,KDG
R01425,KDG,ASG
R01425,ASG,CRE
R01426,LCN,HKM
R01426,HKM,XNK
R01426,XNK,NCT
R01426,NCT,FSK
R01426,FSK,BSB
R01426,BSB,THU
R01426,THU,LOW
R01426,LOW,BUJ
R01426,BUJ,CTO
R01426,CTO,NOT
R01426,NOT,BEE
R01426,BEE,ATB
R01426,ATB,XTR
R01426,XTR,LGE
R01426,LGE,SPO
R01426,SPO,DBY
R01426,DBY,TUT
R01426,TUT,UTT
R01426,UTT,BYB
R01426,BYB,LGN
R01426,LGN,SOT
R01426,SOT,KDG
R01426,KDG,ASG
R01426,ASG,CRE
R01427,LCN,HKM
R01427,HKM,XNK
R01427,XNK,NCT
R01427,NCT,ROL
R01427,ROL,FSK
R01427,FSK,LOW
R01427,LOW,BUJ
R01427,BUJ,CTO
R01427,CTO,NOT
R01427,NOT,BEE
R01427,BEE,ATB
R01427,ATB,XTR
R01427,XTR,LGE
R01427,LGE,SPO
R01427,SPO,DBY
R01427,DBY,TUT
R01427,TUT,UTT
R01427,UTT,BYB
R01427,BYB,LGN
R01427,LGN,SOT
R01427,SOT,KDG
R01427,KDG,ASG
R01427,ASG,CRE
R01428,NCT,ROL
R01428,ROL,FSK
R01428,FSK,BSB
R01428,BSB,THU
R01428,THU,LOW
R01428,LOW,BUJ
R01428,BUJ,CTO
R01428,CTO,NOT
R01428,NOT,BEE
R01428,BEE,ATB
R01428,ATB,XTR
R01428,XTR,LGE
R01428,LGE,SPO
R01428,SPO,DBY
R01428,DBY,TUT
R01428,TUT,UTT
R01428,UTT,BYB
R01428,BYB,LGN
R01428,LGN,SOT
R01428,SOT,KDG
R01428,KDG,ASG
R01428,ASG,CRE
R01429,BAU,BAV
R01429,BAV,NHL
R01429,NHL,GOX
R01429,GOX,TNA
R01429,TNA,ULC
R01429,ULC,HAB
R01429,HAB,SLL
R01429,SLL,HLI
R01429,HLI,GCT
R01429,GCT,GMB
R01429,GMB,GMD
R01429,GMD,NCE
R01429,NCE,CLE
R01430,OMS,AUG
R01430,AUG,TWN
R01430,TWN,MNS
R01430,MNS,MAG
R01430,MAG,ORN
R01430,ORN,AIN
R01430,AIN,OPK
R01430,OPK,WAO
R01430,WAO,KKD
R01430,KKD,SDL
R01430,SDL,XMR
R01430,XMR,LVC
R01430,LVC,BRW
R01430,BRW,STM
R01430,STM,AIG
R01430,AIG,CSG
R01430,CSG,LPY
R01430,LPY,HNX
R01431,PDX,BDS
R01431,BDS,TCR
R01431,TCR,FDX
R01431,FDX,LSX
R01431,LSX,WHX
R01431,WHX,SRA
R01431,SRA,MYL
R01431,MYL,FOG
R01431,FOG,MNP
R01431,MNP,IFD
R01431,IFD,SVK
R01431,SVK,GMY
R01431,GMY,CTH
R01431,CTH,RMF
R01431,RMF,GDP
R01431,GDP,HRO
R01431,HRO,BRE
R01431,BRE,SNF
R01432,XOA,LAN
R01432,LAN,PRE
R01432,PRE,XOU
R01432,XOU,WGN
R01432,WGN,XYJ
R01432,XYJ,ACB
R01432,ACB,WSF
R01432,WSF,STA
R01432,STA,XCO
R01432,XCO,XOI
R01432,XOI,XIM
R01432,XIM,NUN
R01432,NUN,LBK
R01432,LBK,NMP
R01432,NMP,XHN
R01432,XHN,MKC
R01432,MKC,BLY
R01432,BLY,XOD
R01432,XOD,TRI
R01432,TRI,XOE
R01432,XOE,WFJ
R01432,WFJ,HRW
R01432,HRW,WMB
R01432,WMB,XXW
R01432,XXW,WEA
R01432,WEA,HAN
R01433,WRK,CWD
R01433,CWD,LAG
R01433,LAG,SHB
R01433,SHB,MSW
R01433,MSW,MFT
R01433,MFT,SPK
R01433,SPK,KKB
R01433,KKB,NSD
R01433,NSD,HKN
R01433,HKN,BLW
R01433,BLW,NOT
R01434,WRK,WWL
R01434,WWL,CWD
R01434,CWD,SHB
R01434,SHB,MSW
R01434,MSW,MFT
R01434,MFT,SPK
R01434,SPK,KKB
R01434,KKB,NSD
R01434,NSD,HKN
R01434,HKN,BLW
R01434,BLW,NOT
R01435,MSW,MFT
R01435,MFT,SPK
R01435,SPK,KKB
R01435,KKB,NSD
R01435,NSD,HKN
R01435,HKN,BLW
R01435,BLW,NOT
R01436,WRK,WWL
R01436,WWL,CWD
R01436,CWD,LAG
R01436,LAG,SHB
R01436,SHB,MSW
R01436,MSW,MFT
R01436,MFT,SPK
R01436,SPK,KKB
R01436,KKB,NSD
R01436,NSD,HKN
R01436,HKN,BLW
R01436,BLW,NOT
R01437,WFJ,WFN
R01437,WFN,SAA
R01438,SHF,CHD
R01438,CHD,XAJ
R01438,XAJ,DBY
R01439,WFJ,WFN
R01439,WFN,GSN
R01439,GSN,BWO
R01439,BWO,HWW
R01439,HWW,PKT
R01439,PKT,SAA
R01440,GMB,SLL
R01440,SLL,HAB
R01440,HAB,BTB
R01440,BTB,MKR
R01440,MKR,LCN
R01440,LCN,HKM
R01440,HKM,CLM
R01440,CLM,XNK
R01440,XNK,NCT
R01440,NCT,FSK
R01440,FSK,LOW
R01440,LOW,NOT
R01440,NOT,BEE
R01440,BEE,XTR
R01440,XTR,LGE
R01440,LGE,SPO
R01440,SPO,DBY
R01440,DBY,DFI
R01440,DFI,BLP
R01440,BLP,XAJ
R01440,XAJ,AMB
R01440,AMB,WTS
R01440,WTS,CMF
R01440,CMF,MTB
R01440,MTB,MAT
R01441,CLE,NCE
R01441,NCE,GMD
R01441,GMD,GMB
R01441,GMB,SLL
R01441,SLL,HAB
R01441,HAB,BTB
R01441,BTB,MKR
R01441,MKR,LCN
R01441,LCN,HKM
R01441,HKM,SWD
R01441,SWD,CLM
R01441,CLM,XNK
R01441,XNK,NCT
R01441,NCT,FSK
R01441,FSK,LOW
R01441,LOW,BUJ
R01441,BUJ,CTO
R01441,CTO,NOT
R01441,NOT,BEE
R01441,BEE,XTR
R01441,XTR,LGE
R01441,LGE,SPO
R01441,SPO,DBY
R01441,DBY,DFI
R01441,DFI,BLP
R01441,BLP,XAJ
R01441,XAJ,AMB
R01441,AMB,WTS
R01441,WTS,CMF
R01441,CMF,MTB
R01441,MTB,MAT
R01442,BHM,XOZ
R01442,XOZ,AST
R01442,AST,SUT
R01442,SUT,FOK
R01442,FOK,BKT
R01442,BKT,LIC
R01442,LIC,LIF
R01443,BRI,NLS
R01443,NLS,YAT
R01443,YAT,WOR
R01443,WOR,WSM
R01443,WSM,HIG
R01443,HIG,BWT
R01443,BWT,TAU
R01443,TAU,TVP
R01443,TVP,EXD
R01443,EXD,DWW
R01443,DWW,DWL
R01443,DWL,TGM
R01443,TGM,NTA
R01443,NTA,TOT
R01443,TOT,IVY
R01443,IVY,PLY
R01443,PLY,STS
R01443,STS,SGM
R01443,SGM,LSK
R01443,LSK,BOD
R01443,BOD,LOS
R01443,LOS,PAR
R01443,PAR,NQY
R01444,GCR,SHU
R01444,SHU,STD
R01444,STD,KEM
R01444,KEM,SWI
R01444,SWI,CPM
R01444,CPM,MKM
R01444,MKM,TRO
R01444,TRO,WSB
R01444,WSB,DMH
R01444,DMH,WMN
R01444,WMN,SAL
R01444,SAL,DEN
R01444,DEN,ROM
R01444,ROM,RDB
R01444,RDB,SOU
R01445,RDG,EAR
R01445,EAR,WKM
R01445,WKM,CRN
R01445,CRN,SND
R01445,SND,BAW
R01445,BAW,FNN
R01445,FNN,NCM
R01445,NCM,ASH
R01445,ASH,WAN
R01445,WAN,GLD
R01445,GLD,SFR
R01445,SFR,CHL
R01445,CHL,GOM
R01445,GOM,DKT
R01445,DKT,DPD
R01445,DPD,BTO
R01445,BTO,REI
R01445,REI,RDH
R01446,WSB,FRO
R01446,FRO,BRU
R01446,BRU,CLC
R01446,CLC,YVP
R01446,YVP,THO
R01446,THO,YET
R01446,YET,CNO
R01446,CNO,MDN
R01446,MDN,DCW
R01446,DCW,UPW
R01446,UPW,WEY
R01447,SHF,CHD
R01447,CHD,XAJ
R01447,XAJ,BLP
R01447,BLP,DBY
R01447,DBY,SPO
R01447,SPO,XTG
R01447,XTG,LBO
R01447,LBO,LEI
R01447,LEI,MHR
R01447,MHR,KET
R01447,KET,WEL
R01447,WEL,BDM
R01447,BDM,FLT
R01447,FLT,LUT
R01447,LUT,SAC
R01447,SAC,HEN
R01447,HEN,CRI
R01447,CRI,WHP
R01447,WHP,KTN
R01447,KTN,STP
R01448,LSK,MEN
R01448,MEN,SGM
R01448,SGM,STS
R01448,STS,SBF
R01448,SBF,KEY
R01448,KEY,DOC
R01448,DOC,DPT
R01448,DPT,PLY
R01450,SHF,CHD
R01450,CHD,ALF
R01450,ALF,LGM
R01450,LGM,XTR
R01450,XTR,LGE
R01450,LGE,SPO
R01450,SPO,DBY
R01450,DBY,SPO
R01450,SPO,LGE
R01450,LGE,XTG
R01450,XTG,EMD
R01450,EMD,LBO
R01450,LBO,LEI
R01450,LEI,MHR
R01450,MHR,KET
R01450,KET,WEL
R01450,WEL,BDM
R01450,BDM,FLT
R01450,FLT,HLN
R01450,HLN,LEA
R01450,LEA,LUT
R01450,LUT,LTN
R01450,LTN,HPD
R01450,HPD,SAC
R01450,SAC,RDT
R01450,RDT,ELS
R01450,ELS,MIL
R01450,MIL,HEN
R01450,HEN,BCZ
R01450,BCZ,CRI
R01450,CRI,WHP
R01450,WHP,KTN
R01450,KTN,STP
R01451,NOT,HKN
R01451,HKN,NSD
R01451,NSD,KKB
R01451,KKB,SPK
R01451,SPK,MFT
R01451,MFT,MSW
R01452,SHF,DOR
R01452,DOR,GRN
R01452,GRN,BAM
R01452,BAM,EDL
R01452,EDL,NMC
R01452,NMC,RML
R01452,RML,RDN
R01452,RDN,ABY
R01452,ABY,MAN
R01452,MAN,MCO
R01452,MCO,DGT
R01452,DGT,URM
R01452,URM,IRL
R01452,IRL,BWD
R01452,BWD,WAC
R01452,WAC,HGN
R01452,HGN,HNX
R01452,HNX,ALE
R01452,ALE,EDG
R01452,EDG,LIV
R01453,CLE,GMB
R01453,GMB,GCT
R01453,GCT,HLI
R01453,HLI,SLL
R01453,SLL,HAB
R01453,HAB,ULC
R01453,ULC,TNA
R01453,TNA,GOX
R01453,GOX,NHL
R01453,NHL,BAV
R01453,BAV,BAU
R01454,MAN,MCO
R01454,MCO,DGT
R01454,DGT,ECC
R01454,ECC,WGN
R01454,WGN,EBA
R01454,EBA,XOU
R01454,XOU,PRE
R01454,PRE,LAN
R01454,LAN,XOA
R01454,XOA,OXN
R01454,OXN,XIT
R01454,XIT,PNR
R01454,PNR,CAR
R01454,CAR,XGS
R01454,XGS,LOC
R01454,LOC,CRS
R01454,CRS,SDM
R01454,SDM,MTH
R01454,MTH,GLC
R01455,LEI,LBO
R01455,LBO,EMD
R01455,EMD,XTG
R01455,XTG,LGE
R01455,LGE,SPO
R01455,SPO,DBY
R01455,DBY,XAJ
R01455,XAJ,CHD
R01455,CHD,SHF
R01456,DBY,BLP
R01456,BLP,XAJ
R01456,XAJ,CHD
R01456,CHD,DRO
R01456,DRO,SHF
R01457,CRE,RUN
R01457,RUN,LIV
R01458,HOT,SHI
R01458,SHI,WGV
R01458,WGV,TWY
R01458,TWY,RDG
R01459,HUD,BGH
R01460,BBN,RGW
R01460,RGW,LHO
R01460,LHO,WHE
R01460,WHE,CLH
R01461,BGH,HUD
R01462,FRO,WSB
R01462,WSB,TRO
R01462,TRO,BOA
R01462,BOA,AVF
R01462,AVF,FFD
R01462,FFD,BTH
R01462,BTH,OLF
R01462,OLF,KYN
R01462,KYN,BRI
R01462,BRI,FIT
R01462,FIT,PWY
R01462,PWY,PIL
R01462,PIL,STJ
R01462,STJ,NWP
R01462,NWP,CDF
R01463,BTH,OLF
R01463,OLF,KYN
R01463,KYN,BRI
R01464,GLC,CBL
R01464,CBL,UDD
R01464,UDD,BLH
R01464,BLH,HLY
R01464,HLY,CRF
R01464,CRF,CEA
R01464,CEA,HTW
R01464,HTW,SHS
R01464,SHS,XJB
R01464,XJB,FLD
R01464,FLD,BRC
R01464,BRC,ADW
R01464,ADW,WCL
R01464,WCL,LVG
R01464,LVG,KKN
R01464,KKN,CUH
R01464,CUH,WTA
R01464,WTA,KGE
R01464,KGE,SLA
R01464,SLA,HYM
R01464,HYM,EDB
R01465,BRI,LWH
R01465,LWH,SRD
R01465,SRD,FIT
R01465,FIT,PWY
R01465,PWY,PIL
R01465,PIL,STJ
R01465,STJ,NWP
R01465,NWP,CDF
R01466,BMS,SMY
R01466,SMY,SAY
R01466,SAY,FNR
R01466,FNR,LGF
R01466,LGF,MEP
R01466,MEP,RTR
R01466,RTR,CTM
R01466,CTM,GLM
R01467,EXD,TVP
R01467,TVP,TAU
R01467,TAU,BWT
R01467,BWT,HIG
R01467,HIG,WSM
R01467,WSM,WNM
R01467,WNM,WOR
R01467,WOR,YAT
R01467,YAT,NLS
R01467,NLS,PSN
R01467,PSN,BMT
R01467,BMT,BRI
R01467,BRI,LWH
R01467,LWH,SRD
R01467,SRD,FIT
R01467,FIT,PWY
R01467,PWY,PIL
R01467,PIL,STJ
R01467,STJ,NWP
R01467,NWP,CDF
R01468,DBY,EMA
R01469,EMA,DBY
R01470,NRW,WMD
R01470,WMD,ATL
R01470,ATL,ECS
R01470,ECS,HRD
R01470,HRD,TTF
R01470,TTF,BND
R01470,BND,XYE
R01470,XYE,ELY
R01470,ELY,WBC
R01470,WBC,CMB
R01470,CMB,CBG
R01470,CBG,CMS
R01470,CMS,XSP
R01470,XSP,WLF
R01470,WLF,AUD
R01470,AUD,SSD
R01471,LMS,KNW
R01471,KNW,COV
R01471,COV,CAA
R01471,CAA,BEH
R01471,BEH,BEP
R01471,BEP,NUN
R01472,ELY,XYE
R01472,XYE,BND
R01472,BND,TTF
R01472,TTF,ATL
R01472,ATL,WMD
R01472,WMD,NRW
R01473,PAR,LOS
R01473,LOS,BOD
R01473,BOD,LSK
R01473,LSK,MEN
R01473,MEN,SGM
R01473,SGM,STS
R01473,STS,SBF
R01473,SBF,KEY
R01473,KEY,DOC
R01473,DOC,DPT
R01473,DPT,PLY
R01474,KIN,DLW
R01474,DLW,BLA
R01474,BLA,PTH
R01474,PTH,DEE
R01475,LDS,KLF
R01475,KLF,APY
R01475,APY,SHY
R01475,SHY,SAE
R01475,SAE,BIY
R01475,BIY,CFL
R01475,CFL,KEI
R01475,KEI,SON
R01475,SON,CEY
R01475,CEY,SKI
R01476,RDH,REI
R01476,REI,BTO
R01476,BTO,DPD
R01476,DPD,DKT
R01476,DKT,GOM
R01476,GOM,CHL
R01476,CHL,SFR
R01476,SFR,GLD
R01476,GLD,ASH
R01476,ASH,NCM
R01476,NCM,FNN
R01476,FNN,BAW
R01476,BAW,SND
R01476,SND,CRN
R01476,CRN,WKM
R01476,WKM,WNS
R01476,WNS,EAR
R01476,EAR,RDZ
R01477,NRW,XWH
R01477,XWH,BDA
R01477,BDA,BUC
R01477,BUC,CNY
R01477,CNY,REE
R01477,REE,HAD
R01477,HAD,SYT
R01477,SYT,OUN
R01477,OUN,LWT
R01478,WEY,UPW
R01478,UPW,DCW
R01478,DCW,MDN
R01478,MDN,CNO
R01478,CNO,YET
R01478,YET,THO
R01478,THO,YVP
R01478,YVP,CLC
R01478,CLC,BRU
R01478,BRU,FRO
R01478,FRO,WSB
R01478,WSB,TRO
R01478,TRO,BOA
R01478,BOA,AVF
R01478,AVF,FFD
R01478,FFD,BTH
R01478,BTH,OLF
R01478,OLF,KYN
R01478,KYN,BRI
R01478,BRI,FIT
R01478,FIT,BPW
R01478,BPW,YAE
R01478,YAE,GCR
R01479,SOU,RDB
R01479,RDB,ROM
R01479,ROM,DEN
R01479,DEN,SAL
R01479,SAL,WMN
R01479,WMN,DMH
R01479,DMH,WSB
R01479,WSB,TRO
R01479,TRO,BOA
R01479,BOA,AVF
R01479,AVF,FFD
R01479,FFD,BTH
R01479,BTH,OLF
R01479,OLF,KYN
R01479,KYN,BRI
R01480,HUL,HES
R01480,HES,FRY
R01480,FRY,BUH
R01480,BUH,BMF
R01480,BMF,GBD
R01480,GBD,SAM
R01480,SAM,GOO
R01480,GOO,TNN
R01480,TNN,HFS
R01480,HFS,KKS
R01480,KKS,DON
R01480,DON,MEX
R01480,MEX,SWN
R01480,SWN,MHS
R01480,MHS,SHF
R01481,ELG,NRN
R01481,NRN,KYL
R01483,BCC,OUS
R01483,OUS,LWT
R01483,LWT,OUN
R01483,OUN,SYT
R01483,SYT,REE
R01483,REE,CNY
R01483,CNY,BDA
R01483,BDA,XWH
R01483,XWH,NRW
R01484,PRE,KKM
R01484,KKM,MOS
R01484,MOS,LTM
R01484,LTM,AFV
R01484,AFV,SAS
R01484,SAS,SQU
R01484,SQU,BPB
R01484,BPB,BPS
R01485,HUL,CGM
R01485,CGM,BEV
R01485,BEV,ARR
R01485,ARR,HUT
R01485,HUT,DRF
R01485,DRF,NFN
R01485,NFN,BDT
R01485,BDT,BEM
R01485,BEM,HUB
R01485,HUB,FIL
R01485,FIL,SEM
R01485,SEM,SCA
R01486,SAV,HNL
R01486,HNL,WTE
R01486,WTE,TYS
R01486,TYS,XOH
R01486,XOH,BMO
R01487,GYM,ACL
R01487,ACL,LGD
R01487,LGD,BDA
R01487,BDA,BGA
R01487,BGA,XWH
R01487,XWH,NRW
R01488,BMO,XOH
R01488,XOH,TYS
R01488,TYS,WTE
R01488,WTE,WDE
R01488,WDE,HNL
R01488,HNL,SAV
R01489,XOH,BMO
R01490,BMO,XOH
R01491,SVG,WAS
R01491,WAS,HFN
R01492,SVG,KBW
R01492,KBW,WLW
R01492,WLW,WGC
R01492,WGC,HAT
R01492,HAT,PBR
R01492,PBR,AAP
R01492,AAP,FPK
R01493,FPK,AAP
R01493,AAP,PBR
R01493,PBR,HAT
R01493,HAT,WGC
R01493,WGC,WLW
R01493,WLW,KBW
R01493,KBW,SVG
R01494,KGX,XKB
R01494,XKB,FPK
R01494,FPK,AAP
R01494,AAP,BOP
R01494,BOP,GDH
R01494,GDH,HFN
R01494,HFN,SVG
R01494,SVG,HIT
R01494,HIT,BIW
R01494,BIW,SDY
R01494,SDY,HUN
R01494,HUN,XHO
R01494,XHO,PBO
R01494,PBO,GRA
R01494,GRA,NNG
R01494,NNG,XNK
R01494,XNK,RET
R01494,RET,DON
R01494,DON,AWK
R01494,AWK,WKF
R01494,WKF,LDS
R01495,NRW,XWH
R01495,XWH,BDA
R01495,BDA,LGD
R01495,LGD,ACL
R01495,ACL,GYM
R01496,BSW,BMO
R01496,BMO,XOH
R01496,XOH,TYS
R01496,TYS,ACG
R01496,ACG,OLT
R01496,OLT,SOL
R01496,SOL,WMR
R01496,WMR,DDG
R01496,DDG,HTN
R01496,HTN,WRP
R01496,WRP,WRW
R01496,WRW,LMS
R01497,BHM,XOZ
R01497,XOZ,DUD
R01497,DUD,AST
R01497,AST,WTT
R01497,WTT,PRY
R01497,PRY,XRA
R01497,XRA,HSD
R01497,HSD,TAB
R01497,TAB,BSC
R01497,BSC,WSL
R01497,WSL,BLX
R01497,BLX,BWN
R01497,BWN,LAW
R01497,LAW,CAO
R01497,CAO,HNF
R01497,HNF,RGT
R01497,RGT,RGL
R01498,BHM,XOS
R01498,XOS,XRA
R01498,XRA,TAB
R01498,TAB,BSC
R01498,BSC,DAS
R01498,DAS,WIA
R01498,WIA,XPJ
R01498,XPJ,WVH
R01498,WVH,BBK
R01498,BBK,CSL
R01498,CSL,ALB
R01498,ALB,COS
R01498,COS,SFN
R01498,SFN,XMD
R01498,XMD,TFC
R01498,TFC,OKN
R01498,OKN,WLN
R01498,WLN,XSY
R01498,XSY,SHR
R01499,ELG,ELG
R01500,MDE,BSD
R01500,BSD,LEN
R01500,LEN,AFK
R01501,BMS,SMY
R01501,SMY,SAY
R01501,SAY,OTF
R01501,OTF,BRG
R01501,BRG,WMA
R01501,WMA,BMG
R01501,BMG,MDE
R01501,MDE,BSD
R01501,BSD,LEN
R01501,LEN,AFK
R01502,LEW,HGR
R01502,HGR,LEE
R01502,LEE,MTG
R01502,MTG,NEH
R01502,NEH,SID
R01502,SID,BXY
R01502,BXY,CRY
R01502,CRY,DFD
R01502,DFD,SCG
R01502,SCG,GNH
R01502,GNH,GRV
R01503,XVJ,DMK
R01503,DMK,DMK
R01503,DMK,PMR
R01503,PMR,NHD
R01503,NHD,LEW
R01503,LEW,BKH
R01503,BKH,CTN
R01503,CTN,WWD
R01503,WWD,WWA
R01503,WWA,PLU
R01503,PLU,ABW
R01503,ABW,BVD
R01503,BVD,ERH
R01503,ERH,SGR
R01503,SGR,XRT
R01503,XRT,DFD
R01503,DFD,SCG
R01503,SCG,GNH
R01503,GNH,SWM
R01503,SWM,NFL
R01503,NFL,XSR
R01503,XSR,GRV
R01503,GRV,HGM
R01503,HGM,SOO
R01503,SOO,XRJ
R01503,XRJ,RTR
R01503,RTR,CTM
R01503,CTM,GLM
R01504,DBY,CHD
R01504,CHD,SHF
R01505,PTR,RLN
R01505,RLN,HAV
R01505,HAV,BDH
R01505,BDH,HLS
R01505,HLS,FTN
R01505,FTN,PMS
R01505,PMS,PMH
R01506,OXF,HND
R01506,HND,CBY
R01506,CBY,KGM
R01506,KGM,MIM
R01506,MIM,HYB
R01506,HYB,EVE
R01506,EVE,PSH
R01506,PSH,WOP
R01507,SLO,BNM
R01507,BNM,TAP
R01508,SBJ,ROW
R01508,ROW,SMW
R01508,SMW,SGB
R01508,SGB,JEQ
R01508,JEQ,BSW
R01508,BSW,BMO
R01508,BMO,XOH
R01508,XOH,TYS
R01508,TYS,SOL
R01508,SOL,DDG
R01508,DDG,HTN
R01508,HTN,WRP
R01508,WRP,WRW
R01508,WRW,LMS
R01508,LMS,XFC
R01508,XFC,BAN
R01508,BAN,XAN
R01508,XAN,BCS
R01508,BCS,XJV
R01508,XJV,HDM
R01508,HDM,PRR
R01508,PRR,SDR
R01508,SDR,HWY
R01508,HWY,GER
R01508,GER,WRU
R01508,WRU,SRU
R01508,SRU,WCX
R01508,WCX,XNJ
R01508,XNJ,MYB
R01509,BTH,BOA
R01509,BOA,TRO
R01509,TRO,WSB
R01509,WSB,FRO
R01510,PLG,XIL
R01510,XIL,HMD
R01510,HMD,EBN
R01510,EBN,HMD
R01510,HMD,XIL
R01510,XIL,PEV
R01510,PEV,PEB
R01510,PEB,NSB
R01510,NSB,COB
R01510,COB,CLL
R01510,CLL,BEX
R01510,BEX,XOP
R01510,XOP,SLQ
R01510,SLQ,HGS
R01511,HHE,WVF
R01511,WVF,XKM
R01511,XKM,BUG
R01511,BUG,HSK
R01511,HSK,PRP
R01511,PRP,BTN
R01512,EPS,AHD
R01512,AHD,LHD
R01512,LHD,BXX
R01512,BXX,DKG
R01512,DKG,HLM
R01512,HLM,OLY
R01512,OLY,WNH
R01512,WNH,HRH
R01513,KGS,XAN
R01513,XAN,BCS
R01513,BCS,XJV
R01513,XJV,HDM
R01513,HDM,PRR
R01513,PRR,SDR
R01513,SDR,HWY
R01513,HWY,BCF
R01513,BCF,GER
R01513,GER,DGC
R01513,DGC,DNM
R01513,DNM,WRU
R01513,WRU,SRU
R01513,SRU,WCX
R01513,WCX,XNJ
R01513,XNJ,MYB
R01514,CHM,SNF
R01514,SNF,GDP
R01514,GDP,IFD
R01514,IFD,SRA
R01514,SRA,XJC
R01514,XJC,XWI
R01514,XWI,HRW
R01514,HRW,WFJ
R01514,WFJ,XOE
R01514,XOE,TRI
R01514,TRI,XOD
R01514,XOD,BLY
R01514,BLY,MKC
R01514,MKC,XHN
R01514,XHN,XWZ
R01514,XWZ,RUG
R01514,RUG,NUN
R01514,NUN,XIM
R01514,XIM,XOI
R01514,XOI,XCO
R01514,XCO,STA
R01515,WVH,DDP
R01515,DDP,XGJ
R01515,XGJ,XOS
R01515,XOS,BHM
R01515,BHM,XOZ
R01515,XOZ,SCF
R01515,SCF,BHI
R01515,BHI,BKW
R01515,BKW,COV
R01515,COV,RUG
R01515,RUG,XWZ
R01515,XWZ,XHN
R01515,XHN,MKC
R01515,MKC,BLY
R01515,BLY,XOD
R01515,XOD,TRI
R01515,TRI,XOE
R01515,XOE,WFJ
R01515,WFJ,HRW
R01515,HRW,WMB
R01515,WMB,XWI
R01515,XWI,EUS
R01516,HWX,WOK
R01516,WOK,GLD
R01517,WGC,HAT
R01517,HAT,BPK
R01517,BPK,PBR
R01517,PBR,HDW
R01517,HDW,NBA
R01517,NBA,OKL
R01517,OKL,NSG
R01517,NSG,AAP
R01517,AAP,HRN
R01517,HRN,HGY
R01517,HGY,FPK
R01517,FPK,XKB
R01517,XKB,KGX
R01518,CTR,SHT
R01518,SHT,FLN
R01518,FLN,PRT
R01518,PRT,RHL
R01518,RHL,AGL
R01518,AGL,CWB
R01518,CWB,LLJ
R01518,LLJ,CNW
R01518,CNW,PMW
R01518,PMW,LLF
R01518,LLF,BNG
R01518,BNG,LPG
R01518,LPG,BOR
R01518,BOR,TYC
R01518,TYC,RHO
R01518,RHO,VAL
R01518,VAL,HHD
R01519,WOK,HWX
R01520,HWX,WOK
R01521,BAK,BAL
R01521,BAL,SRC
R01521,SRC,ECR
R01521,ECR,SCY
R01521,SCY,SNR
R01521,SNR,RDD
R01521,RDD,UWL
R01521,UWL,WOH
