route_id,pattern_id
R00337,SP001689
R00338,SP000471
R00338,SP000473
R00338,SP000475
R00339,SP000472
R00339,SP001150
R00340,SP000474
R00340,SP001616
R00340,SP001684
R00341,SP000476
R00341,SP001405
R00341,SP001413
R00341,SP003374
R00342,SP000478
R00342,SP002278
R00342,SP003435
R00343,SP000479
R00343,SP000491
R00343,SP000498
R00343,SP000503
R00343,SP000551
R00343,SP003059
R00343,SP003378
R00343,SP004534
R00343,SP004587
R00343,SP004640
R00344,SP000480
R00344,SP001396
R00344,SP001397
R00344,SP001398
R00344,SP001399
R00344,SP001735
R00344,SP004096
R00345,SP000481
R00345,SP000487
R00345,SP000496
R00345,SP000556
R00345,SP004588
R00346,SP000482
R00347,SP000483
R00347,SP001434
R00347,SP001462
R00347,SP001645
R00347,SP002628
R00347,SP003251
R00347,SP003381
R00348,SP000484
R00348,SP000493
R00348,SP002415
R00348,SP002423
R00348,SP002644
R00348,SP003409
R00348,SP003532
R00349,SP000485
R00350,SP000486
R00350,SP002357
R00350,SP002359
R00350,SP002366
R00350,SP002369
R00350,SP002371
R00350,SP004513
R00351,SP000488
R00352,SP000489
R00352,SP001500
R00353,SP000490
R00353,SP001525
R00353,SP001528
R00354,SP000492
R00355,SP000497
R00355,SP002051
R00355,SP002063
R00356,SP000499
R00357,SP000500
R00358,SP000501
R00358,SP002530
R00358,SP002562
R00358,SP003512
R00358,SP003529
R00358,SP003571
R00359,SP000504
R00359,SP002934
R00359,SP002935
R00360,SP000505
R00360,SP001863
R00360,SP004276
R00361,SP000506
R00362,SP000507
R00362,SP002121
R00362,SP002122
R00362,SP002309
R00362,SP002864
R00362,SP003443
R00362,SP003875
R00363,SP000509
R00364,SP000510
R00365,SP000511
R00366,SP000512
R00367,SP000513
R00368,SP000514
R00369,SP000515
R00369,SP001644
R00370,SP000516
R00370,SP001054
R00370,SP001300
R00371,SP000517
R00371,SP002671
R00371,SP002677
R00371,SP003514
R00371,SP003517
R00371,SP004333
R00372,SP000518
R00372,SP000550
R00372,SP000558
R00372,SP001152
R00372,SP001156
R00372,SP001165
R00372,SP001167
R00372,SP001168
R00372,SP001542
R00372,SP001556
R00372,SP002411
R00372,SP002570
R00372,SP003285
R00372,SP003415
R00372,SP003513
R00372,SP004093
R00372,SP004167
R00373,SP000519
R00374,SP000520
R00374,SP002187
R00375,SP000523
R00375,SP002027
R00375,SP004305
R00376,SP000524
R00377,SP000525
R00378,SP000526
R00378,SP000528
R00378,SP002694
R00378,SP003001
R00378,SP003003
R00378,SP003916
R00378,SP004206
R00378,SP004235
R00379,SP000527
R00379,SP001522
R00380,SP000530
R00381,SP000532
R00382,SP000534
R00382,SP001318
R00382,SP003060
R00382,SP003369
R00383,SP000535
R00383,SP001941
R00383,SP002038
R00383,SP002475
R00383,SP003229
R00384,SP000536
R00384,SP000557
R00384,SP000594
R00384,SP000611
R00385,SP000538
R00385,SP000891
R00386,SP000539
R00387,SP000540
R00387,SP002312
R00387,SP003441
R00387,SP003811
R00388,SP000541
R00388,SP004373
R00389,SP000542
R00390,SP000543
R00390,SP001287
R00390,SP002611
R00391,SP000544
R00392,SP000545
R00393,SP000546
R00394,SP000547
R00394,SP004258
R00395,SP000548
R00395,SP002065
R00395,SP002066
R00396,SP000554
R00396,SP000612
R00396,SP004102
R00397,SP000561
R00398,SP000562
R00398,SP000978
R00398,SP001203
R00398,SP003055
R00399,SP000563
R00399,SP003913
R00400,SP000564
R00401,SP000566
R00402,SP000567
R00403,SP000568
R00403,SP001637
R00403,SP002522
R00404,SP000569
R00405,SP000571
R00406,SP000572
R00407,SP000574
R00408,SP000577
R00409,SP000578
R00409,SP000661
R00409,SP000678
R00409,SP000719
R00409,SP001561
R00409,SP002978
R00409,SP003048
R00409,SP003058
R00409,SP003072
R00409,SP003075
R00409,SP003134
R00409,SP003279
R00409,SP003960
R00409,SP004138
R00410,SP000580
R00411,SP000582
R00412,SP000583
R00413,SP000584
R00413,SP000587
R00413,SP000599
R00413,SP000602
R00413,SP000620
R00413,SP000654
R00413,SP000951
R00413,SP000953
R00413,SP000960
R00413,SP000964
R00413,SP001887
R00413,SP003152
R00413,SP003155
R00413,SP003334
R00413,SP003576
R00414,SP000585
R00415,SP000586
R00416,SP000589
R00416,SP001013
R00416,SP001608
R00417,SP000590
R00417,SP000972
R00417,SP001219
R00417,SP003038
R00417,SP003509
R00418,SP000591
R00418,SP002826
R00418,SP002828
R00418,SP003057
R00419,SP000592
R00420,SP000595
R00421,SP000596
R00422,SP000597
R00422,SP000603
R00422,SP001511
R00422,SP001514
R00422,SP002281
R00422,SP002293
R00422,SP003413
R00423,SP000598
R00424,SP000600
R00425,SP000601
R00426,SP000604
R00426,SP002123
R00426,SP002323
R00426,SP004372
R00427,SP000606
R00427,SP004101
R00428,SP000608
R00429,SP000613
R00429,SP000650
R00429,SP004486
R00430,SP000614
R00430,SP002751
R00430,SP004524
R00431,SP000615
R00431,SP000935
R00431,SP001245
R00431,SP001835
R00432,SP000616
R00433,SP000618
R00434,SP000619
R00434,SP002453
R00434,SP002462
R00435,SP000621
R00436,SP000622
R00436,SP003178
R00436,SP003206
R00436,SP003263
R00436,SP004398
R00437,SP000623
R00437,SP002377
R00437,SP003609
R00438,SP000624
R00439,SP000625
R00440,SP000626
R00440,SP001679
R00440,SP001693
R00440,SP002622
R00440,SP004468
R00441,SP000628
R00441,SP000712
R00441,SP000737
R00441,SP003705
R00442,SP000629
R00443,SP000630
R00444,SP000632
R00444,SP000638
R00444,SP000643
R00444,SP000649
R00444,SP003328
R00445,SP000633
R00446,SP000635
R00447,SP000636
R00448,SP000637
R00449,SP000640
R00449,SP003041
R00449,SP003526
R00449,SP003531
R00449,SP003736
R00450,SP000641
