route_a,route_b,route_a_length,route_b_length,shared_prefix,shared_suffix,shared_stations,overlap_percent
R00102,R01697,57,34,0,10,27,47.4
R00102,R01706,57,21,0,13,19,33.3
R00102,R01795,57,2,1,0,1,1.8
R00102,R01845,57,7,3,0,3,5.3
R00102,R01859,57,6,0,1,1,1.8
R00102,R01905,57,44,0,10,33,57.9
R00102,R02062,57,34,2,0,2,3.5
R00102,R02086,57,36,0,10,19,33.3
R00102,R02097,57,27,2,0,2,3.5
R00103,R01524,2,2,0,1,1,50.0
R00104,R00114,32,57,0,12,25,43.9
R00104,R00131,32,17,0,4,10,31.2
R00104,R00150,32,15,0,1,1,3.1
R00104,R00311,32,32,0,12,13,40.6
R00104,R00314,32,20,0,10,12,37.5
R00104,R00390,32,12,0,4,7,21.9
R00104,R00589,32,21,0,10,12,37.5
R00104,R00602,32,28,0,10,19,59.4
R00104,R00638,32,29,0,5,24,75.0
R00104,R00704,32,68,0,12,24,35.3
R00104,R00806,32,11,0,4,7,21.9
R00104,R00838,32,16,0,16,16,50.0
R00104,R00841,32,17,0,4,13,40.6
R00104,R00845,32,25,0,12,13,40.6
R00104,R00863,32,34,0,12,25,73.5
R00104,R00879,32,16,0,4,9,28.1
R00104,R01055,32,24,0,10,19,59.4
R00104,R01074,32,16,0,4,10,31.2
R00104,R01077,32,43,0,12,13,30.2
R00104,R01102,32,27,0,8,26,81.2
R00104,R01267,32,14,0,10,14,43.8
R00104,R01279,32,7,0,7,7,21.9
R00104,R01281,32,42,0,10,12,28.6
R00104,R01307,32,38,0,12,13,34.2
R00104,R01515,32,23,0,10,19,59.4
R00104,R01522,32,27,2,10,27,84.4
R00104,R01691,32,36,0,10,19,52.8
R00104,R01697,32,34,0,12,13,38.2
R00104,R01706,32,21,0,10,12,37.5
R00104,R01859,32,6,0,1,1,3.1
R00104,R01905,32,44,0,12,13,29.5
R00104,R02086,32,36,0,12,13,36.1
R00105,R00124,17,11,0,1,7,41.2
R00105,R00333,17,9,1,0,1,5.9
R00105,R00342,17,19,0,3,12,63.2
R00105,R00362,17,32,0,3,12,37.5
R00105,R00387,17,24,0,3,12,50.0
R00105,R00401,17,17,0,1,8,47.1
R00105,R00550,17,52,0,12,12,23.1
R00105,R00583,17,15,1,0,1,5.9
R00105,R00726,17,13,0,1,6,35.3
R00105,R00754,17,7,0,1,2,11.8
R00105,R00917,17,29,0,3,13,44.8
R00105,R00918,17,21,0,1,8,38.1
R00105,R00941,17,16,0,1,6,35.3
R00105,R00984,17,10,0,1,6,35.3
R00105,R01056,17,15,0,3,13,76.5
R00105,R01057,17,13,0,1,6,35.3
R00105,R01151,17,16,0,3,12,70.6
R00105,R01217,17,20,0,1,8,40.0
R00105,R01222,17,23,0,1,8,34.8
R00105,R01235,17,16,0,1,6,35.3
R00105,R01237,17,30,0,1,6,20.0
R00105,R01249,17,4,0,1,2,11.8
R00105,R01263,17,8,0,1,7,41.2
R00105,R01298,17,20,0,1,8,40.0
R00105,R01299,17,8,1,1,8,47.1
R00105,R01373,17,13,0,1,6,35.3
R00105,R01392,17,4,1,0,1,5.9
R00105,R01656,17,6,0,1,4,23.5
R00105,R01657,17,12,0,1,8,47.1
R00105,R01658,17,9,0,1,8,47.1
R00105,R01712,17,23,0,3,10,43.5
R00105,R01723,17,13,0,1,8,47.1
R00105,R01731,17,9,0,1,6,35.3
R00105,R01732,17,17,0,1,7,41.2
R00105,R01733,17,19,0,1,8,42.1
R00105,R01740,17,21,0,1,8,38.1
R00105,R01781,17,6,0,1,4,23.5
R00105,R01829,17,7,0,1,6,35.3
R00105,R01877,17,22,0,1,8,36.4
R00105,R01912,17,7,0,1,4,23.5
R00105,R01942,17,5,0,1,2,11.8
R00105,R01943,17,16,0,3,12,70.6
R00105,R01958,17,10,3,1,10,58.8
R00106,R00123,36,14,0,2,2,5.6
R00106,R00130,36,22,0,2,2,5.6
R00106,R00132,36,2,0,1,1,2.8
R00106,R00169,36,12,0,3,3,8.3
R00106,R00171,36,10,0,1,1,2.8
R00106,R00184,36,21,0,2,2,5.6
R00106,R00313,36,10,0,1,1,2.8
R00106,R00344,36,33,0,1,1,2.8
R00106,R00356,36,16,0,2,2,5.6
R00106,R00357,36,16,0,2,2,5.6
R00106,R00378,36,30,0,24,25,69.4
R00106,R00455,36,73,0,1,1,1.4
R00106,R00472,36,9,0,2,2,5.6
R00106,R00480,36,29,0,26,26,72.2
R00106,R00486,36,18,0,1,1,2.8
R00106,R00581,36,28,0,2,2,5.6
R00106,R00750,36,31,0,2,2,5.6
R00106,R00935,36,47,0,1,1,2.1
R00106,R00948,36,51,0,1,1,2.0
R00106,R01127,36,10,0,2,2,5.6
R00106,R01152,36,10,0,2,2,5.6
R00106,R01169,36,15,0,1,1,2.8
R00106,R01176,36,19,0,2,2,5.6
R00106,R01201,36,13,0,2,2,5.6
R00106,R01202,36,7,0,1,1,2.8
R00106,R01221,36,14,0,2,2,5.6
R00106,R01260,36,13,0,2,2,5.6
R00106,R01271,36,10,0,2,2,5.6
R00106,R01273,36,11,0,2,2,5.6
R00106,R01303,36,15,0,2,2,5.6
R00106,R01464,36,22,0,2,2,5.6
R00106,R01591,36,20,0,11,20,55.6
R00106,R01720,36,6,0,6,6,16.7
R00106,R01796,36,9,0,2,2,5.6
R00106,R01844,36,24,0,6,21,58.3
R00106,R01853,36,11,0,2,2,5.6
R00106,R01860,36,11,0,2,2,5.6
R00106,R01865,36,28,0,1,7,19.4
R00106,R01879,36,22,0,11,20,55.6
R00106,R02061,36,4,0,2,2,5.6
R00107,R00114,12,57,1,0,1,1.8
R00107,R00116,12,10,1,0,1,8.3
R00107,R00118,12,10,0,1,1,8.3
R00107,R00120,12,9,0,1,1,8.3
R00107,R00127,12,11,0,1,6,50.0
R00107,R00133,12,11,0,6,6,50.0
R00107,R00135,12,12,1,1,11,91.7
R00107,R00163,12,15,0,1,1,6.7
R00107,R00164,12,10,1,0,1,8.3
R00107,R00166,12,15,1,0,1,6.7
R00107,R00183,12,22,0,1,1,4.5
R00107,R00184,12,21,1,0,1,4.8
R00107,R00190,12,15,0,1,1,6.7
R00107,R00353,12,14,0,1,1,7.1
R00107,R00354,12,63,1,0,1,1.6
R00107,R00383,12,15,1,0,1,6.7
R00107,R00393,12,7,1,0,1,8.3
R00107,R00426,12,16,1,0,1,6.2
R00107,R00472,12,9,1,0,1,8.3
R00107,R00706,12,9,1,0,1,8.3
R00107,R00871,12,6,0,1,1,8.3
R00107,R01077,12,43,1,0,1,2.3
R00107,R01127,12,10,1,0,1,8.3
R00107,R01128,12,10,0,1,1,8.3
R00107,R01145,12,9,0,1,1,8.3
R00107,R01150,12,13,0,1,1,7.7
R00107,R01174,12,11,0,1,1,8.3
R00107,R01175,12,7,0,1,1,8.3
R00107,R01177,12,11,1,0,1,8.3
R00107,R01194,12,9,0,1,1,8.3
R00107,R01201,12,13,1,0,1,7.7
R00107,R01204,12,14,1,0,1,7.1
R00107,R01205,12,14,0,1,1,7.1
R00107,R01208,12,13,1,0,1,7.7
R00107,R01209,12,10,0,1,1,8.3
R00107,R01211,12,8,0,1,1,8.3
R00107,R01212,12,13,1,0,1,7.7
R00107,R01213,12,19,0,1,1,5.3
R00107,R01215,12,15,0,1,1,6.7
R00107,R01227,12,12,1,0,1,8.3
R00107,R01229,12,8,1,0,1,8.3
R00107,R01245,12,10,1,0,1,8.3
R00107,R01254,12,14,0,1,1,7.1
R00107,R01255,12,16,1,0,1,6.2
R00107,R01270,12,17,0,1,1,5.9
R00107,R01293,12,9,1,0,1,8.3
R00107,R01303,12,15,1,0,1,6.7
R00107,R01306,12,7,0,1,1,8.3
R00107,R01343,12,8,1,0,1,8.3
R00107,R01368,12,11,0,1,1,8.3
R00107,R01454,12,20,0,1,1,5.0
R00107,R01464,12,22,1,0,1,4.5
R00107,R01599,12,23,0,1,1,4.3
R00107,R01632,12,2,1,0,1,8.3
R00107,R01633,12,2,0,1,1,8.3
R00107,R01640,12,5,0,1,1,8.3
R00107,R01641,12,5,1,0,1,8.3
R00107,R01666,12,14,1,0,1,7.1
R00107,R01668,12,8,1,0,3,25.0
R00107,R01845,12,7,0,1,1,8.3
R00107,R01846,12,8,1,0,1,8.3
R00107,R01847,12,6,1,0,1,8.3
R00107,R01905,12,44,1,0,1,2.3
R00108,R00112,10,14,0,5,8,57.1
R00108,R00206,10,20,0,5,7,35.0
R00108,R00454,10,23,0,2,6,26.1
R00108,R00457,10,31,0,2,8,25.8
R00108,R00508,10,22,0,2,7,31.8
R00108,R00521,10,19,0,2,8,42.1
R00108,R00568,10,30,0,2,6,20.0
R00108,R00647,10,25,0,2,7,28.0
R00108,R00738,10,3,0,3,3,30.0
R00108,R00842,10,22,0,2,3,13.6
R00108,R00897,10,16,0,2,6,37.5
R00108,R01018,10,27,1,0,1,3.7
R00108,R01087,10,12,0,3,3,25.0
R00108,R01388,10,26,0,2,3,11.5
R00108,R01551,10,16,1,0,1,6.2
R00108,R01594,10,3,1,0,1,10.0
R00108,R01598,10,4,1,0,1,10.0
R00108,R01621,10,27,0,2,8,29.6
R00108,R01622,10,29,0,2,8,27.6
R00108,R01691,10,36,4,0,4,11.1
R00108,R01697,10,34,3,0,4,11.8
R00108,R01902,10,26,0,2,7,26.9
R00108,R01949,10,7,1,0,1,10.0
R00108,R02001,10,6,1,0,1,10.0
R00108,R02099,10,6,0,2,3,30.0
R00109,R00117,10,6,0,6,6,60.0
R00109,R00484,10,14,0,1,1,7.1
R00109,R00727,10,56,0,1,1,1.8
R00109,R01171,10,41,0,1,1,2.4
R00109,R01312,10,11,0,1,1,9.1
R00109,R01932,10,13,0,1,1,7.7
R00109,R02002,10,3,0,1,1,10.0
R00109,R02006,10,4,0,1,1,10.0
R00109,R02007,10,5,0,1,1,10.0
R00110,R00121,11,19,0,4,6,31.6
R00110,R00249,11,8,1,0,1,9.1
R00110,R00360,11,22,0,7,9,40.9
R00110,R00651,11,19,0,3,11,57.9
R00110,R00730,11,8,1,0,1,9.1
R00110,R00947,11,23,0,1,4,17.4
R00110,R01033,11,9,1,0,1,9.1
R00110,R01460,11,5,1,0,1,9.1
R00110,R01613,11,19,0,4,6,31.6
R00110,R01626,11,18,0,4,4,22.2
R00111,R00193,13,12,0,1,1,7.7
R00111,R00228,13,28,2,0,3,10.7
R00111,R00231,13,14,0,1,1,7.1
R00111,R00290,13,19,1,0,1,5.3
R00111,R00298,13,30,1,0,1,3.3
R00111,R00328,13,14,0,1,3,21.4
R00111,R00332,13,16,0,1,3,18.8
R00111,R00359,13,11,1,0,1,7.7
R00111,R00367,13,5,1,1,5,38.5
R00111,R00404,13,6,0,1,1,7.7
R00111,R00482,13,9,0,1,3,23.1
R00111,R00487,13,17,0,1,1,5.9
R00111,R00494,13,11,0,1,1,7.7
R00111,R00532,13,8,0,1,2,15.4
R00111,R00669,13,9,0,5,5,38.5
R00111,R00729,13,10,0,1,1,7.7
R00111,R00736,13,6,0,1,1,7.7
R00111,R00827,13,15,0,1,1,6.7
R00111,R00842,13,22,1,0,3,13.6
R00111,R00846,13,22,1,0,1,4.5
R00111,R00848,13,6,0,1,1,7.7
R00111,R00940,13,8,0,1,1,7.7
R00111,R01087,13,12,1,0,3,23.1
R00111,R01172,13,7,0,1,1,7.7
R00111,R01195,13,6,0,1,1,7.7
R00111,R01274,13,20,0,1,1,5.0
R00111,R01292,13,7,1,0,1,7.7
R00111,R01301,13,7,0,1,1,7.7
R00111,R01362,13,13,1,0,1,7.7
R00111,R01411,13,10,4,0,5,38.5
R00111,R01438,13,4,1,0,1,7.7
R00111,R01447,13,21,1,0,1,4.8
R00111,R01450,13,34,1,0,1,2.9
R00111,R01452,13,21,1,0,1,4.8
R00111,R01494,13,22,0,1,2,9.1
R00111,R01525,13,3,2,0,2,15.4
R00111,R01530,13,2,0,1,1,7.7
R00111,R01551,13,16,0,1,1,6.2
R00111,R01612,13,14,0,1,1,7.1
R00111,R01617,13,7,0,1,1,7.7
R00111,R01717,13,14,0,1,1,7.1
R00111,R01721,13,6,0,1,1,7.7
R00111,R01726,13,20,3,0,3,15.0
R00111,R01753,13,5,1,0,1,7.7
R00111,R01815,13,3,0,1,1,7.7
R00111,R01888,13,6,0,1,1,7.7
R00111,R01895,13,9,0,1,1,7.7
R00111,R01951,13,4,0,1,1,7.7
R00111,R01964,13,12,0,1,1,7.7
R00111,R01991,13,4,0,1,1,7.7
R00111,R01998,13,8,0,1,1,7.7
R00111,R02012,13,7,2,1,3,23.1
R00111,R02027,13,9,0,1,1,7.7
R00111,R02029,13,10,0,1,1,7.7
R00111,R02085,13,2,0,1,1,7.7
R00111,R02095,13,7,0,1,1,7.7
R00112,R00206,14,20,0,8,11,55.0
R00112,R00454,14,23,0,2,5,21.7
R00112,R00457,14,31,0,2,13,41.9
R00112,R00508,14,22,0,2,11,50.0
R00112,R00521,14,19,0,2,14,73.7
R00112,R00568,14,30,0,2,5,16.7
R00112,R00647,14,25,0,2,11,44.0
R00112,R00738,14,3,0,3,3,21.4
R00112,R00842,14,22,0,2,3,13.6
R00112,R00897,14,16,0,2,5,31.2
R00112,R01087,14,12,0,3,3,21.4
R00112,R01388,14,26,0,2,3,11.5
R00112,R01621,14,27,0,2,13,48.1
R00112,R01622,14,29,0,2,13,44.8
R00112,R01902,14,26,0,2,11,42.3
R00112,R01953,14,5,1,0,1,7.1
R00112,R01960,14,3,1,0,1,7.1
R00112,R02099,14,6,0,2,3,21.4
R00113,R00165,9,5,2,0,5,55.6
R00113,R00170,9,4,0,4,4,44.4
R00113,R00217,9,52,1,0,1,1.9
R00113,R01357,9,13,1,0,1,7.7
R00113,R01940,9,16,1,0,1,6.2
R00113,R02000,9,5,1,0,1,11.1
R00113,R02004,9,4,1,0,1,11.1
R00113,R02014,9,3,1,0,1,11.1
R00114,R00116,57,10,1,0,1,1.8
R00114,R00131,57,17,0,4,10,17.5
R00114,R00135,57,12,1,0,1,1.8
R00114,R00150,57,15,0,1,1,1.8
R00114,R00164,57,10,1,0,1,1.8
R00114,R00166,57,15,1,0,1,1.8
R00114,R00184,57,21,1,0,1,1.8
R00114,R00311,57,32,0,14,19,33.3
R00114,R00314,57,20,0,10,15,26.3
R00114,R00354,57,63,3,0,5,7.9
R00114,R00383,57,15,1,0,3,5.3
R00114,R00390,57,12,0,4,7,12.3
R00114,R00393,57,7,1,0,1,1.8
R00114,R00426,57,16,1,0,1,1.8
R00114,R00472,57,9,1,0,1,1.8
R00114,R00589,57,21,0,10,15,26.3
R00114,R00602,57,28,0,10,28,49.1
R00114,R00638,57,29,0,5,22,38.6
R00114,R00704,57,68,0,23,41,60.3
R00114,R00706,57,9,1,0,3,5.3
R00114,R00806,57,11,0,4,7,12.3
R00114,R00838,57,16,0,12,14,24.6
R00114,R00841,57,17,0,4,12,21.1
R00114,R00845,57,25,0,14,16,28.1
R00114,R00863,57,34,0,34,34,59.6
R00114,R00879,57,16,0,4,9,15.8
R00114,R01055,57,24,0,10,24,42.1
R00114,R01074,57,16,0,4,10,17.5
R00114,R01077,57,43,1,14,33,57.9
R00114,R01102,57,27,0,8,24,42.1
R00114,R01127,57,10,1,0,3,5.3
R00114,R01177,57,11,1,0,1,1.8
R00114,R01201,57,13,3,0,3,5.3
R00114,R01204,57,14,1,0,1,1.8
R00114,R01208,57,13,1,0,1,1.8
R00114,R01212,57,13,1,0,1,1.8
R00114,R01227,57,12,1,0,1,1.8
R00114,R01229,57,8,1,0,1,1.8
R00114,R01245,57,10,1,0,1,1.8
R00114,R01255,57,16,1,0,1,1.8
R00114,R01267,57,14,0,10,12,21.1
R00114,R01279,57,7,0,7,7,12.3
R00114,R01281,57,42,0,10,32,56.1
R00114,R01293,57,9,1,0,1,1.8
R00114,R01303,57,15,1,0,1,1.8
R00114,R01307,57,38,0,14,16,28.1
R00114,R01343,57,8,1,0,3,5.3
R00114,R01464,57,22,1,0,1,1.8
R00114,R01515,57,23,0,10,23,40.4
R00114,R01522,57,27,0,10,22,38.6
R00114,R01632,57,2,1,0,1,1.8
R00114,R01641,57,5,1,0,1,1.8
R00114,R01666,57,14,1,0,1,1.8
R00114,R01668,57,8,1,0,1,1.8
R00114,R01691,57,36,0,10,36,63.2
R00114,R01697,57,34,0,14,25,43.9
R00114,R01706,57,21,0,10,15,26.3
R00114,R01846,57,8,1,0,1,1.8
R00114,R01847,57,6,1,0,1,1.8
R00114,R01859,57,6,0,1,1,1.8
R00114,R01905,57,44,3,14,34,59.6
R00114,R02086,57,36,0,14,16,28.1
R00115,R00126,36,29,2,0,22,61.1
R00115,R00246,36,29,3,0,20,55.6
R00115,R00381,36,9,0,1,1,2.8
R00115,R00400,36,6,1,0,1,2.8
R00115,R00892,36,16,3,0,16,44.4
R00115,R00894,36,8,3,0,7,19.4
R00115,R01188,36,27,3,0,20,55.6
R00115,R01486,36,6,1,0,6,16.7
R00115,R01725,36,9,0,1,1,2.8
R00115,R01924,36,28,2,0,19,52.8
R00115,R02056,36,11,0,1,1,2.8
R00116,R00135,10,12,1,0,1,8.3
R00116,R00164,10,10,1,0,1,10.0
R00116,R00166,10,15,1,0,1,6.7
R00116,R00184,10,21,1,0,1,4.8
R00116,R00354,10,63,1,0,1,1.6
R00116,R00383,10,15,1,0,1,6.7
R00116,R00393,10,7,1,0,1,10.0
R00116,R00426,10,16,1,0,1,6.2
R00116,R00472,10,9,1,0,1,10.0
R00116,R00706,10,9,1,0,1,10.0
R00116,R01077,10,43,1,0,1,2.3
R00116,R01127,10,10,1,0,1,10.0
R00116,R01177,10,11,3,0,3,27.3
R00116,R01201,10,13,1,0,1,7.7
R00116,R01204,10,14,1,0,1,7.1
R00116,R01208,10,13,1,0,1,7.7
R00116,R01212,10,13,1,0,1,7.7
R00116,R01227,10,12,1,0,1,8.3
R00116,R01229,10,8,1,0,1,10.0
R00116,R01245,10,10,1,0,1,10.0
R00116,R01255,10,16,1,0,1,6.2
R00116,R01293,10,9,1,0,1,10.0
R00116,R01303,10,15,1,0,1,6.7
R00116,R01343,10,8,1,0,1,10.0
R00116,R01464,10,22,1,0,1,4.5
R00116,R01632,10,2,1,0,1,10.0
R00116,R01641,10,5,1,0,1,10.0
R00116,R01666,10,14,1,0,1,7.1
R00116,R01668,10,8,1,0,1,10.0
R00116,R01846,10,8,3,5,8,80.0
R00116,R01847,10,6,1,5,6,60.0
R00116,R01905,10,44,1,0,1,2.3
R00117,R00170,6,4,1,0,1,16.7
R00117,R00332,6,16,1,0,1,6.2
R00117,R00373,6,16,1,0,2,12.5
R00117,R00459,6,26,1,0,1,3.8
R00117,R00484,6,14,0,1,1,7.1
R00117,R00727,6,56,0,1,1,1.8
R00117,R00764,6,15,1,0,1,6.7
R00117,R00767,6,2,1,0,1,16.7
R00117,R01171,6,41,0,1,1,2.4
R00117,R01312,6,11,0,1,1,9.1
R00117,R01406,6,11,1,0,1,9.1
R00117,R01425,6,27,1,0,1,3.7
R00117,R01426,6,25,1,0,1,4.0
R00117,R01427,6,24,1,0,1,4.2
R00117,R01932,6,13,0,1,1,7.7
R00117,R02002,6,3,0,1,1,16.7
R00117,R02006,6,4,0,1,1,16.7
R00117,R02007,6,5,0,1,1,16.7
R00118,R00120,10,9,2,7,9,90.0
R00118,R00127,10,11,0,1,1,9.1
R00118,R00133,10,11,0,1,1,9.1
R00118,R00135,10,12,0,1,1,8.3
R00118,R00163,10,15,0,1,1,6.7
R00118,R00183,10,22,0,1,1,4.5
R00118,R00190,10,15,0,1,1,6.7
R00118,R00353,10,14,0,1,1,7.1
R00118,R00871,10,6,0,1,1,10.0
R00118,R01128,10,10,0,1,1,10.0
R00118,R01145,10,9,0,1,1,10.0
R00118,R01150,10,13,0,1,1,7.7
R00118,R01174,10,11,0,3,3,27.3
R00118,R01175,10,7,0,1,1,10.0
R00118,R01194,10,9,0,1,1,10.0
R00118,R01205,10,14,0,1,1,7.1
R00118,R01209,10,10,0,1,1,10.0
R00118,R01211,10,8,0,1,1,10.0
R00118,R01213,10,19,0,1,1,5.3
R00118,R01215,10,15,0,1,1,6.7
R00118,R01254,10,14,0,1,1,7.1
R00118,R01270,10,17,0,1,1,5.9
R00118,R01306,10,7,0,3,3,30.0
R00118,R01368,10,11,0,1,1,9.1
R00118,R01454,10,20,0,1,1,5.0
R00118,R01599,10,23,0,1,1,4.3
R00118,R01633,10,2,0,1,1,10.0
R00118,R01640,10,5,0,1,1,10.0
R00118,R01845,10,7,0,1,1,10.0
R00119,R00138,19,12,0,3,10,52.6
R00119,R00206,19,20,4,0,4,20.0
R00119,R00450,19,4,0,1,1,5.3
R00119,R00456,19,13,0,1,1,5.3
R00119,R00460,19,17,0,2,2,10.5
R00119,R00508,19,22,1,0,4,18.2
R00119,R00614,19,14,0,1,2,10.5
R00119,R00647,19,25,3,0,4,16.0
R00119,R00942,19,7,0,1,6,31.6
R00119,R01398,19,10,0,2,2,10.5
R00119,R01411,19,10,0,1,2,10.5
R00119,R01631,19,4,0,1,1,5.3
R00119,R01766,19,5,0,1,2,10.5
R00119,R01902,19,26,1,0,4,15.4
R00119,R01974,19,21,4,3,18,85.7
R00119,R02009,19,2,0,1,1,5.3
R00119,R02011,19,9,0,2,2,10.5
R00119,R02088,19,11,4,0,4,21.1
R00120,R00127,9,11,0,1,1,9.1
R00120,R00133,9,11,0,1,1,9.1
R00120,R00135,9,12,0,1,1,8.3
R00120,R00163,9,15,0,1,1,6.7
R00120,R00183,9,22,0,1,1,4.5
R00120,R00190,9,15,0,1,1,6.7
R00120,R00353,9,14,0,1,1,7.1
R00120,R00871,9,6,0,1,1,11.1
R00120,R01128,9,10,0,1,1,10.0
R00120,R01145,9,9,0,1,1,11.1
R00120,R01150,9,13,0,1,1,7.7
R00120,R01174,9,11,0,3,3,27.3
R00120,R01175,9,7,0,1,1,11.1
R00120,R01194,9,9,0,1,1,11.1
R00120,R01205,9,14,0,1,1,7.1
R00120,R01209,9,10,0,1,1,10.0
R00120,R01211,9,8,0,1,1,11.1
R00120,R01213,9,19,0,1,1,5.3
R00120,R01215,9,15,0,1,1,6.7
R00120,R01254,9,14,0,1,1,7.1
R00120,R01270,9,17,0,1,1,5.9
R00120,R01306,9,7,0,3,3,33.3
R00120,R01368,9,11,0,1,1,9.1
R00120,R01454,9,20,0,1,1,5.0
R00120,R01599,9,23,0,1,1,4.3
R00120,R01633,9,2,0,1,1,11.1
R00120,R01640,9,5,0,1,1,11.1
R00120,R01845,9,7,0,1,1,11.1
R00121,R00300,19,7,1,0,1,5.3
R00121,R00312,19,4,1,0,1,5.3
R00121,R00360,19,22,3,4,18,81.8
R00121,R00404,19,6,1,0,5,26.3
R00121,R00453,19,18,2,0,2,10.5
R00121,R00468,19,45,3,0,5,11.1
R00121,R00651,19,19,0,3,13,68.4
R00121,R00769,19,15,2,0,2,10.5
R00121,R00947,19,23,0,1,4,17.4
R00121,R00949,19,13,1,0,2,10.5
R00121,R00991,19,31,1,0,1,3.2
R00121,R01060,19,2,1,0,1,5.3
R00121,R01388,19,26,2,0,3,11.5
R00121,R01400,19,15,2,0,2,10.5
R00121,R01404,19,13,1,0,1,5.3
R00121,R01612,19,14,1,0,2,10.5
R00121,R01613,19,19,1,9,18,94.7
R00121,R01626,19,18,0,4,4,21.1
R00121,R01635,19,4,1,0,1,5.3
R00121,R01973,19,11,1,0,1,5.3
R00121,R02044,19,24,3,0,5,20.8
R00121,R02045,19,9,1,0,1,5.3
R00122,R00254,13,19,0,4,11,57.9
R00122,R00297,13,21,0,2,2,9.5
R00122,R00491,13,26,0,2,5,19.2
R00122,R00524,13,16,0,4,10,62.5
R00122,R00526,13,16,0,5,5,31.2
R00122,R00536,13,22,0,5,5,22.7
R00122,R00608,13,14,0,2,2,14.3
R00122,R00610,13,27,0,2,6,22.2
R00122,R00624,13,12,0,5,5,38.5
R00122,R00654,13,27,0,4,6,22.2
R00122,R01575,13,11,1,0,2,15.4
R00122,R01587,13,29,0,4,11,37.9
R00122,R01639,13,26,0,4,10,38.5
R00122,R01674,13,13,0,4,10,76.9
R00122,R01745,13,24,0,2,5,20.8
R00122,R01969,13,26,0,4,8,30.8
R00122,R01975,13,26,0,4,9,34.6
R00122,R02066,13,10,1,0,8,61.5
R00122,R02073,13,9,1,0,7,53.8
R00123,R00130,14,22,0,2,2,9.1
R00123,R00132,14,2,0,1,1,7.1
R00123,R00169,14,12,0,2,2,14.3
R00123,R00171,14,10,0,1,1,7.1
R00123,R00184,14,21,0,2,2,9.5
R00123,R00313,14,10,0,1,1,7.1
R00123,R00344,14,33,0,1,1,3.0
R00123,R00356,14,16,0,2,6,37.5
R00123,R00357,14,16,2,7,9,56.2
R00123,R00378,14,30,0,2,2,6.7
R00123,R00455,14,73,0,1,1,1.4
R00123,R00472,14,9,0,2,2,14.3
R00123,R00480,14,29,0,2,2,6.9
R00123,R00486,14,18,0,1,1,5.6
R00123,R00581,14,28,0,2,2,7.1
R00123,R00750,14,31,0,7,9,29.0
R00123,R00935,14,47,0,1,1,2.1
R00123,R00948,14,51,0,1,1,2.0
R00123,R01127,14,10,0,2,2,14.3
R00123,R01152,14,10,0,2,6,42.9
R00123,R01169,14,15,0,1,1,6.7
R00123,R01176,14,19,0,2,2,10.5
R00123,R01201,14,13,0,2,2,14.3
R00123,R01202,14,7,0,1,1,7.1
R00123,R01221,14,14,0,2,2,14.3
R00123,R01260,14,13,0,2,7,50.0
R00123,R01271,14,10,0,4,7,50.0
R00123,R01273,14,11,0,4,5,35.7
R00123,R01303,14,15,0,2,2,13.3
R00123,R01464,14,22,0,2,2,9.1
R00123,R01591,14,20,0,2,2,10.0
R00123,R01720,14,6,0,2,2,14.3
R00123,R01796,14,9,0,2,5,35.7
R00123,R01844,14,24,0,2,2,8.3
R00123,R01853,14,11,0,8,10,71.4
R00123,R01860,14,11,2,2,8,57.1
R00123,R01865,14,28,0,1,2,7.1
R00123,R01879,14,22,0,2,2,9.1
R00123,R02061,14,4,0,2,2,14.3
R00124,R00226,11,16,2,0,2,12.5
R00124,R00342,11,19,0,1,7,36.8
R00124,R00362,11,32,0,1,8,25.0
R00124,R00387,11,24,0,1,8,33.3
R00124,R00401,11,17,0,7,7,41.2
R00124,R00550,11,52,0,1,6,11.5
R00124,R00726,11,13,0,6,6,46.2
R00124,R00754,11,7,0,1,1,9.1
R00124,R00917,11,29,0,1,7,24.1
R00124,R00918,11,21,0,7,7,33.3
R00124,R00941,11,16,0,6,6,37.5
R00124,R00984,11,10,0,6,6,54.5
R00124,R01056,11,15,0,1,8,53.3
R00124,R01057,11,13,0,6,6,46.2
R00124,R01151,11,16,0,1,7,43.8
R00124,R01217,11,20,0,7,7,35.0
R00124,R01222,11,23,0,7,8,34.8
R00124,R01235,11,16,0,6,6,37.5
R00124,R01237,11,30,0,6,6,20.0
R00124,R01249,11,4,0,2,2,18.2
R00124,R01263,11,8,0,8,8,72.7
R00124,R01298,11,20,0,7,8,40.0
R00124,R01299,11,8,0,7,7,63.6
R00124,R01373,11,13,0,6,6,46.2
R00124,R01535,11,9,1,0,4,36.4
R00124,R01656,11,6,0,1,2,18.2
R00124,R01657,11,12,0,1,6,50.0
R00124,R01658,11,9,0,1,6,54.5
R00124,R01712,11,23,0,1,6,26.1
R00124,R01723,11,13,0,7,7,53.8
R00124,R01731,11,9,0,6,6,54.5
R00124,R01732,11,17,0,8,8,47.1
R00124,R01733,11,19,0,7,8,42.1
R00124,R01740,11,21,0,7,7,33.3
R00124,R01781,11,6,0,1,2,18.2
R00124,R01829,11,7,0,1,6,54.5
R00124,R01877,11,22,0,7,7,31.8
R00124,R01912,11,7,0,1,2,18.2
R00124,R01942,11,5,0,1,2,18.2
R00124,R01943,11,16,0,1,7,43.8
R00124,R01958,11,10,0,6,7,63.6
R00125,R00413,33,34,0,3,4,11.8
